mol_id,smiles,mu,alpha,homo,lumo,gap,r2,zpve,cv,u0,u298,h298,g298
gdb_170,c1cnoc1,2.8629,35.74,-0.2677,-0.0138,0.2538,272.9362,0.058014,12.232,-245.994065,-245.9905,-245.989556,-246.020256
gdb_171,c1conn1,3.4411,32.49,-0.2862,-0.044,0.2422,256.5774,0.045382,11.821,-262.035127,-262.031571,-262.030627,-262.061292
gdb_173,c1nnco1,3.1035,31.41,-0.2889,-0.0178,0.2711,252.7276,0.046502,11.122,-262.065493,-262.06207,-262.061126,-262.091582
gdb_179,CC(=NO)CO,1.9975,49.13,-0.2502,0.0066,0.2567,639.6693,0.105605,25.106,-323.58568,-323.578268,-323.577324,-323.617025
gdb_187,c1c[nH]c(=O)[nH]1,3.6997,43.39,-0.1951,0.0406,0.2357,444.2644,0.075511,18.314,-301.405558,-301.400597,-301.399653,-301.433583
gdb_198,c1cc([nH]c1)O,0.9982,47.38,-0.1814,0.0635,0.2449,474.5019,0.0864,19.901,-285.320198,-285.314886,-285.313942,-285.348469
gdb_218,c1ncncn1,0.0001,43.74,-0.2768,-0.0554,0.2214,384.8085,0.065246,14.209,-280.31408,-280.30997,-280.309026,-280.341405
gdb_225,CC(C)(C=O)O,2.8176,49.7,-0.2523,-0.0258,0.2265,570.0556,0.115843,26.432,-307.582044,-307.57441,-307.573465,-307.613529
gdb_228,CCC(C)(C)C,0.0414,66.63,-0.3031,0.0748,0.378,704.4105,0.187572,30.906,-236.917458,-236.909222,-236.908277,-236.948672
gdb_235,CC(=O)CC#C,2.2729,51.94,-0.246,-0.0185,0.2275,636.8813,0.093109,23.951,-269.219315,-269.212283,-269.211339,-269.250569
gdb_237,C#CCC(=O)N,3.7732,48.37,-0.2498,0.0244,0.2742,627.6953,0.082749,23.677,-285.287913,-285.280928,-285.279984,-285.319587
gdb_239,CC(=N)NC=O,0.9105,50.18,-0.2611,-0.0177,0.2434,587.7789,0.096761,21.828,-302.588564,-302.582194,-302.58125,-302.618688
gdb_240,CC(=N)OC=O,4.0954,45.3,-0.2723,-0.0251,0.2472,632.4706,0.083113,21.35,-322.460671,-322.454075,-322.45313,-322.491611
gdb_246,C(C=O)C(=O)N,3.7344,44.18,-0.2502,-0.0278,0.2223,637.4959,0.083052,22.336,-322.469844,-322.463011,-322.462067,-322.501174
gdb_251,CC(C)CC#N,3.9826,57.19,-0.3161,0.0346,0.3507,713.1432,0.130632,25.297,-250.585183,-250.578,-250.577056,-250.615918
gdb_258,CC(O)CC=O,3.3205,50.52,-0.2437,-0.0204,0.2232,730.3237,0.11705,25.112,-307.577822,-307.570462,-307.569518,-307.609331
gdb_269,COCC(=O)N,4.2922,47.53,-0.2464,0.0274,0.2738,706.1403,0.10636,24.375,-323.641347,-323.63393,-323.632986,-323.673408
gdb_274,CCCC(C)C,0.0898,67.45,-0.3042,0.0859,0.3901,906.7075,0.188151,29.991,-236.917664,-236.909314,-236.90837,-236.949789
gdb_275,CCCC(C)O,1.3758,60.39,-0.2613,0.0739,0.3352,858.1408,0.164563,28.823,-272.84456,-272.836468,-272.835524,-272.876391
gdb_300,CC1(O)CC1O,1.9707,49.85,-0.2427,0.0794,0.3221,557.5787,0.117602,25.546,-307.546144,-307.539271,-307.538327,-307.575926
gdb_301,CC1CC1(C)C,0.0963,64.09,-0.2558,0.0887,0.3445,649.5784,0.16489,27.904,-235.698987,-235.691505,-235.69056,-235.729399
gdb_326,C(=O)C(=O)C=O,3.4458,37.46,-0.2606,-0.1455,0.1151,583.5476,0.045968,18.951,-341.097446,-341.091177,-341.090233,-341.128555
gdb_332,C#CC(C#C)O,1.3299,49.83,-0.2708,0.0039,0.2747,588.5174,0.070081,23.408,-267.944278,-267.937674,-267.93673,-267.97414
gdb_336,CC(C=O)C#N,2.7273,47.71,-0.2801,-0.0545,0.2256,611.9888,0.083083,21.73,-285.313284,-285.306637,-285.305693,-285.344071
gdb_346,CCC(=O)C#N,3.5163,48.11,-0.2976,-0.0854,0.2122,643.1284,0.08307,21.82,-285.317454,-285.31081,-285.309865,-285.34803
gdb_360,CCC(=O)NC,3.4247,54.61,-0.2422,0.0378,0.28,725.6801,0.130452,25.744,-287.732329,-287.724552,-287.723608,-287.764875
gdb_361,CCC(=O)OC,1.6323,50.2,-0.268,0.0192,0.2871,694.4729,0.118017,24.367,-307.61045,-307.602997,-307.602053,-307.642398
gdb_366,COC(=O)CO,2.8141,43.25,-0.2705,0.0032,0.2737,640.0833,0.094874,22.716,-343.531666,-343.524693,-343.523749,-343.562703
gdb_371,CCC(C)C#C,0.7089,62.36,-0.2575,0.0581,0.3157,736.4751,0.14095,27.469,-234.474088,-234.466434,-234.46549,-234.505226
gdb_372,CCC(C)C#N,4.0632,57.23,-0.3144,0.0383,0.3527,712.3282,0.130797,25.346,-250.583259,-250.575974,-250.57503,-250.614218
gdb_376,CNC(C)C#N,4.4075,54.08,-0.2424,0.0288,0.2711,680.4479,0.119301,24.789,-266.615452,-266.608241,-266.607297,-266.646318
gdb_382,OCC(O)C#C,2.1731,48.25,-0.2624,0.0188,0.2813,638.4935,0.094585,24.263,-306.320806,-306.313986,-306.313042,-306.351017
gdb_398,CC1(CC1)C#C,0.7654,59.61,-0.24,0.0571,0.2972,582.3195,0.118255,24.638,-233.255259,-233.2487,-233.247756,-233.284774
gdb_401,CC1(CN1)C#N,4.9191,50.81,-0.2743,0.0226,0.2969,541.8201,0.096715,21.524,-265.399968,-265.393944,-265.393,-265.429201
gdb_418,C1CC1(CO)O,2.0651,49.73,-0.2421,0.0639,0.306,568.4896,0.1187,24.458,-307.544316,-307.537691,-307.536747,-307.574152
gdb_434,CC1COC1C,1.7671,56.23,-0.2398,0.085,0.3248,585.5983,0.142555,24.15,-271.620997,-271.61422,-271.613276,-271.651656
gdb_442,N=C1OCC=C1,3.3473,50.58,-0.2462,-0.0302,0.216,472.0954,0.086685,17.709,-285.311823,-285.307013,-285.306068,-285.339869
gdb_446,N=C1COCO1,1.8361,43.66,-0.272,0.0187,0.2907,475.1154,0.08643,17.785,-322.434119,-322.429025,-322.428081,-322.462711
gdb_462,CC1CCC=C1,0.1605,61.66,-0.2341,0.03,0.2642,589.2794,0.144442,22.655,-234.516409,-234.510406,-234.509462,-234.545692
gdb_465,OC1CCC=C1,1.7344,54.16,-0.2491,0.0142,0.2633,528.2233,0.121083,21.367,-270.441145,-270.435384,-270.43444,-270.470414
gdb_466,CC1CCCC1,0.0756,63.03,-0.3044,0.0828,0.3872,641.8924,0.168121,24.306,-235.723792,-235.71718,-235.716236,-235.754746
gdb_476,CC1C(O)C1O,1.9714,49.27,-0.2301,0.0537,0.2838,539.3304,0.118633,24.471,-307.540766,-307.533965,-307.53302,-307.570981
gdb_483,OC12CC1OC2,2.2569,45.92,-0.2318,0.0706,0.3024,464.135,0.095993,20.187,-306.309029,-306.303682,-306.302738,-306.337396
gdb_487,C#CCCC#C,0.0008,57.87,-0.2615,0.0391,0.3006,799.7895,0.093925,24.211,-232.030352,-232.023466,-232.022522,-232.06066
gdb_488,C#CCCC#N,3.4446,52.71,-0.2821,0.0193,0.3014,773.7747,0.083685,22.093,-248.137789,-248.131277,-248.130333,-248.167922
gdb_489,C(CC#N)C#N,0.0004,47.69,-0.3397,-0.0013,0.3384,748.3461,0.073373,20.047,-264.243028,-264.236876,-264.235932,-264.27298
gdb_497,C#CCNC=O,3.3746,49.89,-0.2561,0.0191,0.2752,691.5345,0.083614,22.134,-285.276634,-285.270024,-285.269079,-285.307545
gdb_503,C(C=O)NC=O,3.1684,45.39,-0.2579,-0.0377,0.2203,701.3499,0.083436,21.048,-322.45625,-322.449687,-322.448743,-322.487435
gdb_507,CC#CCC#N,4.0685,54.4,-0.2693,0.0206,0.2899,822.8323,0.083392,22.357,-248.143861,-248.136834,-248.13589,-248.176127
gdb_510,CN=COC=O,4.1826,49.06,-0.2771,-0.0239,0.2532,807.2438,0.082782,21.182,-322.442708,-322.436104,-322.43516,-322.473001
gdb_516,C(C#CC=O)O,3.9039,50.43,-0.2682,-0.0625,0.2057,870.3354,0.07066,21.633,-305.129953,-305.123003,-305.122059,-305.161238
gdb_534,CCCCC=O,2.8209,58.27,-0.248,-0.0188,0.2292,976.3209,0.141084,25.654,-271.652242,-271.644564,-271.64362,-271.684489
gdb_540,C(CO)NC=O,4.0088,48.01,-0.2477,0.0352,0.2828,722.62,0.108023,23.171,-323.647099,-323.640154,-323.63921,-323.678439
gdb_544,CCCCCO,1.3185,60.77,-0.2614,0.0813,0.3427,1080.8627,0.16513,28.145,-272.837907,-272.829692,-272.828748,-272.870294
gdb_556,N#CC1CCO1,4.2848,46.71,-0.2807,-0.0024,0.2783,539.6838,0.085545,18.731,-285.275928,-285.270351,-285.269407,-285.30544
gdb_576,N#CCC1CO1,4.8091,46.97,-0.2893,0.0256,0.3149,629.6714,0.084551,19.788,-285.2779,-285.272042,-285.271098,-285.307635
gdb_589,CCCC1CO1,1.6966,57.14,-0.2621,0.0961,0.3582,804.8416,0.142296,24.439,-271.616723,-271.60974,-271.608796,-271.64766
gdb_591,CCOC1CC1,0.9952,57.69,-0.2424,0.0952,0.3376,757.9582,0.14199,24.716,-271.611192,-271.60423,-271.603286,-271.641993
gdb_597,C1CN1CCO,2.7069,54.01,-0.2447,0.0883,0.333,666.2034,0.131706,23.25,-287.651399,-287.644917,-287.643972,-287.681656
gdb_606,OC1CC1C#C,1.2269,52.51,-0.2506,0.0359,0.2864,545.6297,0.094612,23.083,-269.177232,-269.17084,-269.169895,-269.206904
gdb_608,CC1CC1C=O,3.3091,55.07,-0.2446,-0.0158,0.2288,637.5147,0.118807,22.99,-270.434394,-270.427936,-270.426992,-270.464394
gdb_619,CCC1CN1C,1.2559,60.65,-0.22,0.0865,0.3065,665.4811,0.154112,25.815,-251.726162,-251.719021,-251.718077,-251.756782
gdb_623,COC1CC1C,0.9946,57.42,-0.2416,0.093,0.3346,657.4178,0.141831,25.184,-271.608843,-271.601738,-271.600794,-271.639467
gdb_628,CC(=O)C1CO1,2.0825,46.79,-0.251,-0.027,0.224,553.6096,0.094448,21.502,-306.361448,-306.355078,-306.354134,-306.391783
gdb_631,NC(=O)C1CN1,3.5751,47.16,-0.2521,0.0176,0.2697,541.7218,0.097486,21.626,-302.557878,-302.551643,-302.550699,-302.587728
gdb_632,NC(=O)C1CO1,2.4867,42.9,-0.2507,0.012,0.2627,523.6706,0.084825,20.679,-322.435505,-322.429655,-322.42871,-322.464827
gdb_642,C1CC12COC2,1.8251,53.32,-0.241,0.0696,0.3106,534.4491,0.120166,20.683,-270.389803,-270.384161,-270.383217,-270.418893
gdb_652,CC1C2CC1O2,1.993,53.28,-0.2338,0.0894,0.3232,501.501,0.120022,20.486,-270.359564,-270.354228,-270.353283,-270.387995
gdb_656,C1CCC=CC1,0.2447,61.37,-0.2343,0.0337,0.268,552.2096,0.145885,21.521,-234.520624,-234.515101,-234.514157,-234.549276
gdb_665,CC1C2CCC12,0.1799,59.83,-0.2481,0.0932,0.3413,534.5684,0.144219,22.427,-234.469383,-234.46358,-234.462636,-234.498209
gdb_685,O=C1CN2CC12,2.1794,47.14,-0.2495,-0.0245,0.225,458.1637,0.085331,17.9,-285.25588,-285.251056,-285.250112,-285.28391
gdb_692,OC1CC2NC12,2.6703,49.06,-0.2377,0.0756,0.3133,471.5514,0.109636,19.981,-286.438448,-286.433283,-286.432339,-286.466745
gdb_700,O1C2C3OC2C13,0.0,41.73,-0.2495,0.0447,0.2942,367.7712,0.072528,15.634,-305.036659,-305.032628,-305.031683,-305.063763
gdb_705,C1NC1C1CO1,2.6444,50.31,-0.2493,0.0746,0.3238,605.2204,0.108598,20.405,-286.432042,-286.426314,-286.42537,-286.461426
gdb_721,c1ccnnc1,3.9853,48.99,-0.2329,-0.0503,0.1826,412.1508,0.076104,15.478,-264.226909,-264.222683,-264.221738,-264.254291
gdb_723,c1nncnn1,0.0004,41.23,-0.2475,-0.1121,0.1355,369.6437,0.051463,14.117,-296.285473,-296.281268,-296.280324,-296.312924
gdb_740,Cc1ccon1,2.8649,47.54,-0.2618,-0.0052,0.2566,487.3888,0.085647,18.326,-285.292217,-285.28705,-285.286106,-285.320703
gdb_752,N=C1NC=NO1,3.3378,41.36,-0.2313,-0.0026,0.2287,427.0036,0.063044,16.918,-317.396153,-317.391436,-317.390492,-317.424066
gdb_760,c1c(cn[nH]1)N,2.6547,47.66,-0.1956,0.0301,0.2257,479.6864,0.087859,19.37,-281.480583,-281.475278,-281.474334,-281.509007
gdb_761,c1c(nn[nH]1)N,4.0185,44.3,-0.2126,0.0044,0.217,452.8301,0.075973,18.15,-297.523583,-297.518606,-297.517662,-297.55163
gdb_767,c1[nH]nc(n1)N,1.9435,43.5,-0.2143,0.0189,0.2332,443.4355,0.076774,17.915,-297.555801,-297.550925,-297.549981,-297.583688
gdb_774,c1[nH]c(=O)[nH]n1,2.7251,39.58,-0.2283,0.0138,0.2421,424.7483,0.064276,16.736,-317.447668,-317.44298,-317.442036,-317.475538
gdb_779,c1(=O)onno1,1.0079,30.02,-0.3348,-0.088,0.2469,377.0208,0.025718,13.622,-373.17391,-373.16979,-373.168845,-373.201448
gdb_969,Cc1c(cc[nH]1)O,1.4469,60.22,-0.1779,0.0499,0.2278,693.774,0.113648,26.031,-324.612512,-324.605191,-324.604247,-324.644231
gdb_991,c1c(c(c[nH]1)N)N,1.2377,59.91,-0.1708,0.064,0.2348,684.8792,0.115587,26.767,-320.776316,-320.769025,-320.768081,-320.807481
gdb_993,c1c(c(co1)N)N,1.5036,55.75,-0.1911,0.0401,0.2312,667.5396,0.103842,24.742,-340.645995,-340.639435,-340.63849,-340.676096
gdb_1008,C#Cc1cnco1,1.2645,58.6,-0.238,-0.035,0.203,673.579,0.067576,20.117,-322.172641,-322.167108,-322.166164,-322.201892
gdb_1031,c1c[nH]cc1C=O,4.6613,58.98,-0.2273,-0.0298,0.1975,713.4916,0.092211,21.21,-323.427722,-323.421948,-323.421004,-323.457314
gdb_1149,CC12CC(C)(C1)C2,0.0002,72.52,-0.2901,0.0963,0.3864,782.4631,0.171694,28.159,-273.7519,-273.744793,-273.743848,-273.78222
gdb_1173,CC(O)(CO)C#N,4.8329,53.77,-0.2852,0.0128,0.298,757.2099,0.111582,28.405,-361.71821,-361.710311,-361.709367,-361.749815
gdb_1180,CC(C)(C#C)OC,1.4882,66.27,-0.2509,0.0464,0.2972,814.529,0.14436,31.893,-309.673807,-309.665,-309.664056,-309.706504
gdb_1226,C(CC(=O)N)C=O,4.4272,55.88,-0.2512,-0.0207,0.2305,1060.7893,0.111326,27.211,-361.759779,-361.751525,-361.750581,-361.793588
gdb_1235,CC(O)C#CC#C,1.3096,71.29,-0.2485,-0.0237,0.2248,1109.9975,0.098957,28.381,-307.260972,-307.252965,-307.252021,-307.293052
gdb_1396,CC(CC#N)C#C,3.4211,63.59,-0.2801,0.0192,0.2994,915.137,0.111784,27.582,-287.427777,-287.419963,-287.419019,-287.459713
gdb_1481,CC(CO)OC=N,3.3866,59.65,-0.2637,0.0184,0.2822,921.8074,0.135273,28.59,-362.909074,-362.900811,-362.899866,-362.94209
gdb_1641,CN=C(C(=O)N)N,1.7515,56.91,-0.2363,-0.0194,0.2169,807.0653,0.113148,28.436,-357.942023,-357.93399,-357.933046,-357.974006
gdb_1676,CCC(O)C(C)=O,2.8471,61.16,-0.2643,-0.0256,0.2387,903.554,0.145654,30.144,-346.883119,-346.874529,-346.873585,-346.916229
gdb_1679,CCN(C)C(=O)N,3.5809,61.53,-0.2284,0.0631,0.2915,835.258,0.148116,30.029,-343.07653,-343.067896,-343.066952,-343.109942
gdb_1726,CC1(COC1)OC,2.1778,60.05,-0.2459,0.0699,0.3158,760.4365,0.14684,27.731,-346.821466,-346.813724,-346.81278,-346.853274
gdb_1770,CN1CC1(C)C#N,4.8527,62.57,-0.2531,0.0254,0.2784,765.3034,0.123825,27.271,-304.682331,-304.674697,-304.673753,-304.71368
gdb_1819,N=C1NC(=O)C=C1,1.033,56.76,-0.2673,-0.0808,0.1865,652.7378,0.080633,20.745,-339.490841,-339.485274,-339.484329,-339.52016
gdb_1827,N=C1CNC(=O)O1,3.1921,48.63,-0.2778,-0.0052,0.2726,649.3632,0.080072,20.887,-376.634518,-376.628525,-376.627581,-376.665034
gdb_1838,CC1=CC(=O)CC1,4.111,65.26,-0.2311,-0.0364,0.1947,786.6695,0.125301,24.748,-308.569875,-308.563072,-308.562127,-308.600747
gdb_1839,CC1=CC(=O)NC1,4.6322,60.8,-0.2383,-0.0204,0.2178,758.1085,0.114051,24.429,-324.634377,-324.627477,-324.626532,-324.665631
gdb_1844,C1C(=CC(=O)O1)N,6.8715,54.55,-0.2355,-0.0125,0.2229,698.584,0.091567,22.7,-360.567154,-360.561074,-360.56013,-360.596845
gdb_1882,OC1COC(=N)C1,4.1525,54.78,-0.255,0.0311,0.286,681.0938,0.114594,23.756,-361.72914,-361.722725,-361.721781,-361.759506
gdb_1934,CC12CCC1(C)O2,1.8352,64.63,-0.237,0.0953,0.3324,712.6813,0.14687,27.702,-309.700336,-309.693007,-309.692063,-309.731059
gdb_1970,OCC1CC(=O)N1,2.1305,54.52,-0.2545,0.0242,0.2787,837.9924,0.113556,25.178,-361.728293,-361.721276,-361.720332,-361.759573
gdb_1981,CC(=N)OC1CC1,2.1399,61.95,-0.261,0.0337,0.2946,866.8092,0.135873,27.037,-325.770105,-325.762584,-325.76164,-325.801999
gdb_2025,C1C(=O)CC12CO2,2.15,54.39,-0.248,-0.0309,0.2171,728.8313,0.099981,23.226,-344.434438,-344.42818,-344.427235,-344.464832
gdb_2065,C1COC(=O)C=C1,4.8544,56.21,-0.2631,-0.0462,0.2169,655.2364,0.103662,21.473,-344.499155,-344.493387,-344.492443,-344.528741
gdb_2090,CC1CC=CCO1,1.073,65.75,-0.2415,0.0257,0.2671,750.24,0.149376,25.763,-309.730988,-309.72426,-309.723316,-309.761296
gdb_2152,CC1=CCCC1O,1.4717,66.05,-0.2389,0.0226,0.2615,756.0014,0.148871,27.216,-309.737802,-309.730478,-309.729534,-309.769031
gdb_2236,OC12CC1CC=C2,1.2709,61.33,-0.2276,0.0209,0.2485,638.4994,0.125817,24.352,-308.508824,-308.502727,-308.501783,-308.538206
gdb_2248,CC12CC1CC2=O,3.1281,61.82,-0.237,-0.0047,0.2322,673.7932,0.124635,24.921,-308.51707,-308.510408,-308.509464,-308.547438
gdb_2249,CC12CC1NC2=O,3.5669,57.93,-0.242,0.0113,0.2532,650.2804,0.113773,24.032,-324.574476,-324.568064,-324.56712,-324.604501
gdb_2260,OC12CC1OC2=O,4.028,46.69,-0.2686,-0.0049,0.2637,592.8122,0.077607,21.781,-380.372151,-380.366276,-380.365332,-380.401668
gdb_2310,CC1CN1CC#N,4.8145,62.11,-0.2502,0.0265,0.2767,895.0573,0.124571,26.16,-304.677606,-304.67017,-304.669226,-304.709518
gdb_2336,CCCC1CN1C,1.2192,71.85,-0.2198,0.0846,0.3043,1048.1442,0.182492,30.688,-291.01475,-291.006271,-291.005326,-291.047664
gdb_2375,CC1CC1C(C)=O,2.5973,65.59,-0.2399,-0.0096,0.2303,815.6819,0.146894,28.531,-309.736982,-309.729082,-309.728138,-309.769021
gdb_2379,CC1NC1C(C)=O,3.8353,62.24,-0.2386,-0.0158,0.2228,803.2693,0.135276,27.773,-325.773014,-325.765199,-325.764255,-325.805121
gdb_2424,CC12OC3C1NC23,1.046,57.02,-0.2359,0.0623,0.2982,578.7199,0.113308,22.346,-324.462733,-324.457057,-324.456113,-324.491824
gdb_2551,CCC(CO)CO,1.9788,63.73,-0.2536,0.0725,0.3261,998.5187,0.169955,32.362,-348.047695,-348.038472,-348.037528,-348.081467
gdb_2598,OCC1(CO1)C#C,1.7858,55.96,-0.2646,0.0189,0.2835,721.438,0.09946,26.206,-344.38463,-344.377342,-344.376397,-344.416008
gdb_2607,C#CC#CCC#N,3.5663,67.34,-0.2648,-0.0359,0.2289,1108.4508,0.065207,24.221,-284.993731,-284.986669,-284.985725,-285.025025
gdb_2704,C#CCOCCO,2.0413,60.22,-0.2646,0.0249,0.2895,1088.4766,0.122645,28.265,-345.597175,-345.588972,-345.588028,-345.630283
gdb_2712,COCCNC=O,3.9112,59.76,-0.2485,0.0346,0.283,1108.154,0.136001,27.606,-362.92816,-362.919857,-362.918913,-362.961983
gdb_2717,OCCCOC=N,4.7059,60.46,-0.2605,0.0222,0.2827,1360.9697,0.135215,28.327,-362.899677,-362.890941,-362.889997,-362.934562
gdb_2732,N=C1OCC1C#C,2.3399,57.31,-0.2693,0.0152,0.2844,713.9527,0.089623,23.328,-323.333263,-323.326811,-323.325867,-323.363743
gdb_2733,N=C1OCC1C#N,4.1088,52.44,-0.2913,-0.0066,0.2848,688.7236,0.079309,21.266,-339.437849,-339.431769,-339.430825,-339.468119
gdb_2773,CN=C1OCC1C,2.0436,63.8,-0.2464,0.0327,0.2791,827.0637,0.136221,26.615,-325.776001,-325.768288,-325.767344,-325.808159
gdb_2808,C#CC1CC1C#C,0.8669,66.13,-0.2417,0.0296,0.2713,752.2044,0.099647,26.503,-270.099401,-270.092307,-270.091363,-270.130219
gdb_2844,OCC1OC1C#N,2.729,51.24,-0.2867,-0.0108,0.2759,791.5162,0.089266,23.91,-360.488871,-360.481917,-360.480973,-360.520302
gdb_2862,CCN1CC1CO,2.2059,65.09,-0.2162,0.0657,0.2819,874.8075,0.159056,29.447,-326.937372,-326.929114,-326.92817,-326.969889
gdb_2884,N#CC1CNC=N1,5.5376,55.11,-0.2474,0.0016,0.249,692.608,0.092822,21.259,-319.574905,-319.568926,-319.567982,-319.604986
gdb_2885,N#CC1NCC=C1,4.9261,59.28,-0.2395,-0.0034,0.236,720.7529,0.103611,22.486,-303.503801,-303.497559,-303.496615,-303.534201
gdb_2897,C1COC(O1)C#N,3.6235,49.58,-0.2937,0.0129,0.3066,639.2745,0.091185,21.184,-360.512793,-360.506476,-360.505532,-360.544254
gdb_2910,C1CN(C=N1)C=O,3.6279,57.52,-0.2452,-0.023,0.2221,722.7492,0.103796,21.516,-340.671263,-340.664995,-340.664051,-340.70193
gdb_3085,CC1C(O)C1C#C,1.0958,63.3,-0.247,0.038,0.285,724.9841,0.122715,28.552,-308.469258,-308.46136,-308.460415,-308.500958
gdb_3113,C#CC12CN1CC2,1.6551,64.85,-0.2335,0.0191,0.2526,696.3935,0.113408,24.239,-287.358011,-287.351719,-287.350774,-287.387818
gdb_3157,CC1COC11CC1,1.7269,64.09,-0.2234,0.0832,0.3067,731.2122,0.14773,26.61,-309.686189,-309.679072,-309.678127,-309.717384
gdb_3189,OC1(CC1)C1CN1,1.5645,60.68,-0.2345,0.0602,0.2947,741.0097,0.13684,26.657,-325.726991,-325.719978,-325.719034,-325.757821
