mol_id,smiles,mu,alpha,homo,lumo,gap,r2,zpve,cv,u0,u298,h298,g298
gdb_67046,CC12CC3C(OC1)C23O,1.0976,73.78,-0.2205,0.0637,0.2842,957.5762,0.159306,31.887,-422.993234,-422.985273,-422.984329,-423.025029
gdb_67093,CC12C3CC11C=CC2N31,1.9031,79.56,-0.2165,-0.0063,0.2102,872.3916,0.148471,28.558,-364.693859,-364.687111,-364.686167,-364.724385
gdb_67255,OC12C3NC1C1(CO1)C23,2.1576,68.34,-0.2227,0.0684,0.291,974.423,0.124466,28.529,-437.772518,-437.765446,-437.764501,-437.803759
gdb_67264,CC12C3OC1C1C3CN21,0.9754,73.33,-0.2278,0.0648,0.2926,854.4933,0.149836,27.017,-401.875255,-401.868858,-401.867914,-401.905616
gdb_67313,CC12C3OC1C3C2C#C,1.3709,78.22,-0.2344,0.0426,0.277,1059.0538,0.13391,30.948,-384.565059,-384.557175,-384.556231,-384.597227
gdb_67337,CC12C3CC1C3NC2=O,3.4615,75.49,-0.237,0.0146,0.2516,962.3141,0.149334,29.516,-401.942958,-401.935673,-401.934729,-401.974301
gdb_67404,CC12C3CC1OC23C#N,5.0417,74.54,-0.2514,-0.0049,0.2465,1013.5753,0.124148,29.103,-400.698048,-400.690437,-400.689493,-400.730075
gdb_67509,CC12C3NC3C1N2C=O,5.2798,73.82,-0.2305,0.0309,0.2614,1008.3326,0.134871,30.387,-417.927046,-417.919185,-417.918241,-417.959154
gdb_67513,OC12C(C=O)C1N1CC21,2.5751,70.73,-0.2351,-0.0379,0.1972,1070.6098,0.122436,30.22,-437.781406,-437.773485,-437.77254,-437.814122
gdb_67565,CC12C3NC3C3C1CN23,1.0567,78.12,-0.2185,0.0791,0.2977,923.0603,0.161761,28.873,-381.969464,-381.962666,-381.961722,-382.00012
gdb_67590,OC12C3CC4C(C13)C24O,0.5913,70.3,-0.2122,0.0629,0.2751,905.0786,0.136264,29.867,-421.768806,-421.761608,-421.760664,-421.79982
gdb_67602,OC12C3OC4C(OC13)C24,2.109,61.42,-0.2023,0.0617,0.264,811.9804,0.114009,25.753,-457.709995,-457.703902,-457.702958,-457.740087
gdb_67800,OC12C=CN3C=NC1C23,1.621,67.92,-0.2103,-0.0128,0.1975,836.3673,0.114064,26.737,-416.76399,-416.757555,-416.756611,-416.794286
gdb_67824,CC12C=CC3CCC1C23,0.2449,85.98,-0.218,0.0204,0.2384,1010.3958,0.185345,30.945,-349.968476,-349.961142,-349.960197,-349.9996
gdb_67865,CC12N=CNC1CC2=O,5.005,73.57,-0.2235,-0.0232,0.2003,975.803,0.136035,30.573,-418.029073,-418.021044,-418.0201,-418.061628
gdb_68026,CC12CC(O)(C1)C1CC21,1.3689,81.49,-0.2438,0.0782,0.322,1052.4492,0.183334,33.419,-387.057987,-387.050106,-387.049161,-387.089472
gdb_68051,OC12CC(O)(C1)C21CN1,1.658,72.26,-0.2357,0.0601,0.2958,1015.0251,0.147004,32.883,-438.998069,-438.989779,-438.988835,-439.030278
gdb_68091,CC12OC(C)(C=C1)C=C2,1.4224,78.7,-0.2144,-0.0158,0.1986,999.1062,0.157974,32.875,-385.876335,-385.868379,-385.867435,-385.907876
gdb_68150,CC12CC(CC1)(O2)C=O,2.9503,75.92,-0.2537,-0.0356,0.2181,1150.5575,0.158215,32.191,-423.026402,-423.018002,-423.017057,-423.059409
gdb_68392,OC12CC(C1)CC1NC21,1.3472,77.31,-0.2383,0.0761,0.3144,974.5401,0.173872,30.823,-403.122127,-403.114933,-403.113989,-403.15305
gdb_68417,OC12CC(C1)OC21CC1,2.3442,75.07,-0.2217,0.0681,0.2898,965.5805,0.159467,31.463,-422.986672,-422.979088,-422.978144,-423.018133
gdb_68467,OC12CC(C1)NCC2=O,2.5189,71.09,-0.227,-0.0241,0.2029,977.544,0.149315,30.399,-439.090023,-439.082423,-439.081479,-439.122113
gdb_68468,OC12CC(C1)OCC2=O,1.4862,67.86,-0.2584,-0.0304,0.228,955.5321,0.136303,29.592,-458.968591,-458.96109,-458.960146,-459.000622
gdb_68475,OC12CC(C1)OCC=C2,1.8955,75.94,-0.2398,0.0062,0.246,1014.8,0.160144,31.419,-423.004992,-422.997344,-422.996399,-423.0365
gdb_68567,OC12CC(C=C1)C2C=O,2.7935,72.38,-0.2289,-0.0205,0.2084,985.656,0.134824,30.588,-421.792708,-421.784843,-421.783899,-421.824969
gdb_68607,OC12CC(CC1)C21CC1,1.3087,82.15,-0.2483,0.0755,0.3238,1015.0352,0.183856,32.879,-387.066993,-387.059017,-387.058073,-387.098799
gdb_68615,CC12CC(CO1)C2C#C,1.4993,81.46,-0.2354,0.0411,0.2765,1040.8911,0.158861,32.613,-385.84404,-385.835884,-385.834939,-385.876255
gdb_68634,CC12CC(OC1)C2C=O,2.9187,75.7,-0.2392,-0.0303,0.2089,1082.2801,0.15911,31.384,-423.015182,-423.007018,-423.006074,-423.048045
gdb_68637,OC12CC(CC1)C2C=O,2.582,75.03,-0.2432,-0.0246,0.2186,1026.3717,0.159475,31.67,-423.025436,-423.017216,-423.016271,-423.058399
gdb_68642,CC12CC(OC1=N)C=C2,2.7858,76.49,-0.2504,-0.0133,0.2371,934.9985,0.149572,29.722,-401.967832,-401.960582,-401.959638,-401.999039
gdb_68689,CC12CCOC(O1)C=C2,2.23,74.3,-0.2504,0.0011,0.2515,947.6153,0.161064,30.167,-423.036973,-423.029706,-423.028762,-423.068033
gdb_68695,CC12CC(=O)C1(N2)C#C,2.7307,78.56,-0.2463,-0.027,0.2193,1087.7146,0.122086,32.261,-400.696872,-400.688317,-400.687373,-400.729923
gdb_68749,CC12CC1(C)C(=O)CO2,2.3703,75.99,-0.2327,-0.018,0.2147,1069.7566,0.157391,33.732,-423.04605,-423.037082,-423.036137,-423.079387
gdb_68906,CC12CC1(C)OC(=O)N2,4.9949,71.98,-0.2469,0.0504,0.2972,1076.6115,0.147012,32.785,-439.133813,-439.125309,-439.124365,-439.166411
gdb_68963,CC12CC1(C=CC2)C#N,4.4602,81.83,-0.2478,-0.0033,0.2445,1060.9075,0.148289,31.546,-364.836068,-364.827986,-364.827042,-364.868314
gdb_69004,OC12CC1(CC2)C1CN1,2.6589,79.56,-0.2293,0.0753,0.3046,1178.6244,0.171356,33.192,-403.085126,-403.076554,-403.07561,-403.118631
gdb_69032,OC12CC1(OC2=N)C#C,1.6607,73.41,-0.2379,-0.0111,0.2269,1055.8941,0.098511,30.955,-436.612031,-436.603889,-436.602945,-436.644627
gdb_69040,CC12NC1(CC2=O)C=O,1.1534,72.71,-0.2501,-0.0609,0.1891,1073.0277,0.122265,31.079,-437.87531,-437.866839,-437.865895,-437.908422
gdb_69136,CC12CC1C(=O)C1NC21,3.697,75.83,-0.2257,-0.0223,0.2033,1025.3229,0.148634,30.414,-401.934997,-401.927399,-401.926454,-401.966744
gdb_69273,CC12CNCC(=O)C1N2,2.7976,76.13,-0.2219,-0.0255,0.1964,1106.2798,0.161274,31.803,-419.200473,-419.192305,-419.191361,-419.233027
gdb_69305,CC12NC1C(C)(C)C2=O,3.5234,80.05,-0.2278,-0.0125,0.2153,1125.1021,0.168551,35.955,-403.135031,-403.125418,-403.124474,-403.168826
gdb_69323,CC12CC1C(C)(O)CC2,1.4118,84.92,-0.2516,0.0742,0.3259,1183.8597,0.205349,37.393,-388.304674,-388.295384,-388.29444,-388.337679
gdb_69399,CC12CN1C(C=O)C=C2,2.3125,77.26,-0.2281,-0.0285,0.1997,1164.2839,0.146334,31.463,-401.937124,-401.92871,-401.927765,-401.97064
gdb_69423,OC12CC1C(CC#C)C2,1.2178,81.25,-0.2468,0.0578,0.3046,1411.3756,0.157458,34.598,-385.821906,-385.812915,-385.811971,-385.855637
gdb_69465,CC12CC(CC=O)C1O2,3.3338,77.26,-0.2458,-0.0191,0.2266,1500.649,0.156692,33.102,-423.004368,-422.995265,-422.994321,-423.039024
gdb_69533,CC12CC1C1(C)CC2O1,1.4813,81.49,-0.2369,0.0986,0.3355,1055.8334,0.182702,33.236,-387.053701,-387.045618,-387.044674,-387.08555
gdb_69552,CC12NC1C1(C)COC21,3.0684,78.88,-0.2225,0.0674,0.2899,1065.6513,0.170404,32.912,-403.078123,-403.0698,-403.068856,-403.110386
gdb_69602,OC12CC1C1(CC1)CC2,1.2839,82.38,-0.2398,0.0817,0.3215,1151.4991,0.183409,33.584,-387.076167,-387.068,-387.067056,-387.108327
gdb_69605,CC12CC1C1(CC21)C#C,1.0353,87.77,-0.2035,0.0381,0.2417,1168.0148,0.157523,33.982,-348.658283,-348.649821,-348.648876,-348.690765
gdb_69652,CC12CC3(CCC3)C1N2,1.4875,86.47,-0.2422,0.0865,0.3287,1249.5179,0.194933,33.786,-367.168832,-367.160342,-367.159398,-367.20162
gdb_69662,CC12CC1C1=CCCC21,0.6029,89.92,-0.2168,0.0236,0.2404,1143.9369,0.183822,32.112,-349.92085,-349.912993,-349.912049,-349.952706
gdb_69682,CC12OC1C1C(C#N)C21,6.0504,73.08,-0.2511,0.0193,0.2704,1033.2631,0.123204,29.803,-400.684519,-400.676779,-400.675835,-400.716602
gdb_69694,CC12OC1C1C(C=O)C21,4.3902,72.69,-0.2294,-0.0011,0.2283,1038.0929,0.133591,30.607,-421.757433,-421.749443,-421.748498,-421.790018
gdb_69715,CC12OC1C1C2OC1=N,3.9181,69.73,-0.259,0.0212,0.2802,1016.2636,0.123651,28.737,-437.831898,-437.824512,-437.823568,-437.863591
gdb_69745,CC12CC1C1CC(=O)N21,3.5521,75.88,-0.237,-0.0047,0.2323,1009.4062,0.147689,30.272,-401.918357,-401.910691,-401.909747,-401.950244
gdb_69777,CC12CC1N1CC1(C)C2,1.4439,85.48,-0.2137,0.0889,0.3026,1130.2641,0.194653,34.42,-367.195888,-367.1874,-367.186456,-367.228204
gdb_69804,OC12CC1N1CC1C2=O,2.1475,68.55,-0.2382,-0.045,0.1932,946.2336,0.124314,29.166,-437.849048,-437.841697,-437.840753,-437.880619
gdb_69933,OC12CC1C1OC=NC21,1.0857,66.93,-0.244,0.0174,0.2614,928.753,0.125848,27.574,-437.857866,-437.850996,-437.850052,-437.888883
gdb_70039,CC12CC(=CC1O2)C#C,1.7484,84.2,-0.2305,-0.0333,0.1972,1245.6576,0.134314,32.12,-384.658815,-384.650537,-384.649592,-384.691358
gdb_70050,CC12CC1C=C(C2)C=O,3.6453,85.55,-0.2417,-0.0523,0.1893,1268.3964,0.159168,32.002,-385.913446,-385.905153,-385.904208,-385.946192
gdb_70053,CC12CN1C=C(C2)C=O,2.8937,82.09,-0.2362,-0.0534,0.1828,1235.1883,0.147446,31.157,-401.953006,-401.944831,-401.943887,-401.985685
gdb_70055,CC12CC1C=C1CCC21,0.4948,88.69,-0.2149,0.0201,0.235,1086.486,0.184023,32.032,-349.929345,-349.921599,-349.920654,-349.96099
gdb_70093,CC12OC1C=CC2(C)O,1.726,75.43,-0.2436,-0.0046,0.2389,1000.3549,0.15698,34.723,-423.019425,-423.010491,-423.009547,-423.052176
gdb_70099,CC12NC1C=CC21CO1,1.3655,77.17,-0.2367,-0.0028,0.234,988.1631,0.147819,30.793,-401.910419,-401.902674,-401.901729,-401.942231
gdb_70102,CC12OC1C=CC21CO1,0.5615,73.06,-0.2479,-0.0159,0.232,970.7563,0.134975,30.167,-421.79453,-421.786821,-421.785877,-421.826405
gdb_70127,CC12CC1C=CCC2=O,2.8585,80.8,-0.2264,-0.0111,0.2152,1054.1293,0.159887,31.89,-385.92088,-385.912792,-385.911848,-385.953195
gdb_70213,CC12COC(=O)CC1N2,3.6941,71.78,-0.2578,0.0044,0.2622,1109.102,0.148605,30.812,-439.108551,-439.100479,-439.099534,-439.141139
gdb_70216,OC12CC1CC(=O)CC2,2.5441,74.72,-0.2373,-0.0135,0.2238,1128.0763,0.159621,32.268,-423.043371,-423.035105,-423.034161,-423.076498
gdb_70241,CC1(C)CC2CC2(O)C1,1.5062,84.36,-0.2368,0.0648,0.3016,1200.057,0.205164,37.275,-388.295101,-388.285886,-388.284942,-388.328234
gdb_70333,CC12CN1CC1NC21C,2.3549,81.57,-0.2166,0.0724,0.2889,1035.0788,0.183549,33.53,-383.232969,-383.224725,-383.223781,-383.264965
gdb_70376,CC1(OC2CC12O)C#C,2.3366,74.23,-0.2371,0.0279,0.265,1032.9788,0.132193,34.387,-421.739103,-421.730181,-421.729237,-421.772019
gdb_70393,CC12NC1CC2(O)C#C,2.2635,78.08,-0.2268,0.0304,0.2573,1056.7941,0.14509,35.005,-401.865435,-401.856335,-401.85539,-401.898564
gdb_70400,NC1(CC2CC12O)C#N,3.8359,72.62,-0.2644,0.0303,0.2947,1027.9872,0.135553,33.148,-417.97733,-417.968652,-417.967708,-418.010184
gdb_70415,CC12OC1CC2(C)C=O,1.1438,75.68,-0.2516,-0.031,0.2206,1066.3689,0.156206,34.176,-423.008303,-422.999165,-422.998221,-423.041885
gdb_70431,CC12OC1CC21COC1,2.2158,74.55,-0.243,0.0746,0.3176,1067.5156,0.158099,31.504,-422.967478,-422.959138,-422.958193,-423.000616
gdb_70467,OC12CC1OC2CC#C,2.5523,74.35,-0.2356,0.0511,0.2867,1287.7495,0.133155,33.17,-421.736751,-421.72798,-421.727035,-421.770355
gdb_70513,CC12OC1CC=CC2=O,3.6519,74.96,-0.2442,-0.0562,0.188,1022.3395,0.135891,30.206,-421.851101,-421.843239,-421.842295,-421.883296
gdb_70526,CC12COC=NCC1O2,1.3725,71.2,-0.2455,0.0132,0.2586,1032.4918,0.148458,30.565,-439.069855,-439.061902,-439.060957,-439.102112
gdb_70562,OC12CC1COC(=O)C2,3.472,68.04,-0.2612,0.0111,0.2723,1056.1192,0.136246,30.489,-458.988351,-458.980506,-458.979562,-459.020594
gdb_70574,CC12CN1CCC1OC21,1.1566,77.9,-0.2263,0.0711,0.2974,1032.0051,0.172301,31.482,-403.114616,-403.106845,-403.1059,-403.146364
gdb_70579,CC12OC1CCC1CC21,1.7387,81.14,-0.2512,0.0848,0.336,1060.72,0.184242,32.286,-387.085727,-387.077844,-387.0769,-387.117509
gdb_70588,OC12CC1COC1CC21,1.8155,74.2,-0.2341,0.0783,0.3125,1002.8631,0.160215,31.23,-422.991838,-422.984296,-422.983352,-423.023245
gdb_70611,CC12CC1COC21CC1,1.5054,82.21,-0.2262,0.0851,0.3113,1052.4557,0.182981,33.186,-387.07409,-387.065915,-387.064971,-387.106229
gdb_70626,OC12CC1CCC21CN1,1.341,78.1,-0.2344,0.0613,0.2957,1034.0124,0.172599,32.457,-403.11993,-403.111972,-403.111028,-403.151887
gdb_70693,CC12CN1CCNC2=O,3.1463,75.84,-0.229,0.0207,0.2498,1040.9101,0.160967,31.913,-419.224263,-419.215968,-419.215024,-419.257061
gdb_70732,OC12CC1OCCC=C2,1.3455,77.95,-0.2276,0.0173,0.2449,1077.2639,0.159647,32.187,-423.004552,-422.996459,-422.995515,-423.036771
gdb_70788,CC12CC3(C)C(CC13)C2,0.0993,89.34,-0.2576,0.0928,0.3503,1076.5807,0.207193,33.849,-351.141256,-351.133189,-351.132245,-351.172953
gdb_70865,CC12CC3(C)CC1(C)N23,1.5261,86.75,-0.2314,0.0935,0.3249,1139.0876,0.192875,35.983,-367.184925,-367.175716,-367.174772,-367.217977
gdb_70873,CC12C3CC1(C)CC23O,0.9116,82.94,-0.2288,0.0801,0.3089,1082.3126,0.181382,35.323,-387.050959,-387.042015,-387.041071,-387.083674
gdb_70994,CC12CC3(CC1)OCC23,2.0493,82.74,-0.2335,0.0604,0.2938,1043.8423,0.183825,31.849,-386.989383,-386.981846,-386.980902,-387.020649
gdb_71011,CC12CC3(CCC3C1)C2,0.1106,90.26,-0.2559,0.0889,0.3448,1122.3415,0.208141,32.982,-351.120699,-351.113017,-351.112073,-351.152036
gdb_71089,OC12CN3C(C1)C(=O)C23,2.905,68.37,-0.2475,-0.0247,0.2228,929.8548,0.125406,27.73,-437.83757,-437.830787,-437.829842,-437.868485
gdb_71124,CC12CC3C(CC1)N3C2,1.6699,83.5,-0.2175,0.0731,0.2906,997.8368,0.198148,31.269,-367.22382,-367.216372,-367.215428,-367.255122
gdb_71191,CC12CC3C(C13)N2C=O,4.2012,76.92,-0.2304,0.0181,0.2485,1027.6796,0.147457,30.233,-401.913351,-401.905579,-401.904635,-401.945537
gdb_71201,CC12CC=CC3C(O1)C23,1.5384,79.28,-0.2163,0.023,0.2394,949.5903,0.160449,30.08,-385.870721,-385.863534,-385.86259,-385.901691
gdb_71227,OC12CC3C(OC13)C=C2,2.5831,71.26,-0.2369,-0.0017,0.2351,870.0973,0.136912,28.397,-421.779026,-421.772309,-421.771365,-421.809572
gdb_71250,CC12CC3CC1(O)CC23,1.1306,81.56,-0.2452,0.0773,0.3225,971.43,0.183536,32.776,-387.066901,-387.058994,-387.058049,-387.098531
gdb_71321,CC12CC3C1C(O2)C3=O,3.6756,72.09,-0.2292,-0.0283,0.201,995.2931,0.135546,29.003,-421.796173,-421.788817,-421.787873,-421.827763
gdb_71374,CC12CC3C1C2(O)C3=O,3.7247,72.74,-0.2293,0.0066,0.2359,1001.7501,0.134598,31.442,-421.79482,-421.786678,-421.785734,-421.827054
gdb_71388,CC1(C)C2C3C1CC23O,1.3753,81.83,-0.2292,0.0774,0.3065,1101.9922,0.181594,34.821,-387.04173,-387.033227,-387.032283,-387.073885
gdb_71464,CC12CC3C1C3(C2)C#C,1.1421,88.17,-0.2288,0.0447,0.2736,1169.5749,0.158394,32.871,-348.681692,-348.673563,-348.672619,-348.713773
gdb_71530,CC12OC3C1CC23C#C,1.7073,79.94,-0.2338,0.0322,0.266,1011.5439,0.133678,31.495,-384.57304,-384.56503,-384.564086,-384.60523
gdb_71543,OC12CC3C1OC23C#C,2.8696,72.74,-0.2328,0.0103,0.2431,966.9996,0.110198,30.148,-420.493246,-420.485571,-420.484627,-420.525138
gdb_71545,OC12CN3C1CC23C#C,1.6665,76.7,-0.2461,0.0184,0.2646,976.3702,0.123019,30.557,-400.617758,-400.610049,-400.609105,-400.649593
gdb_71583,CC12CC3C1CC=CC23,0.2844,87.42,-0.2273,0.0203,0.2475,1000.3266,0.184953,30.958,-349.931918,-349.924528,-349.923584,-349.963172
gdb_71608,CC12OCC3C1CC23O,2.4962,74.86,-0.2304,0.0749,0.3053,942.7348,0.159462,31.486,-422.990746,-422.982958,-422.982014,-423.022363
