mol_id,smiles,mu,alpha,homo,lumo,gap,r2,zpve,cv,u0,u298,h298,g298
gdb_98767,CNC(=O)N1CC2CC12,3.5253,77.53,-0.2269,0.0576,0.2844,1279.7912,0.159731,32.557,-419.201484,-419.192512,-419.191568,-419.235861
gdb_98789,COC(=O)C1CC=CC1,1.5985,77.35,-0.2405,0.017,0.2575,1366.7917,0.159434,32.082,-423.073967,-423.064931,-423.063987,-423.109489
gdb_98892,CNC(=O)C1CCCO1,3.0008,75.87,-0.2303,0.0363,0.2666,1289.3776,0.172232,33.095,-440.329827,-440.320587,-440.319643,-440.364901
gdb_98907,C1COC(O1)C(=O)CO,4.1917,65.08,-0.2578,-0.0387,0.2191,1257.7771,0.134711,30.998,-496.100587,-496.091637,-496.090693,-496.136183
gdb_99074,COC(=O)NC(C)C#C,2.0116,76.35,-0.2542,0.0364,0.2906,1565.2698,0.144624,36.494,-439.093328,-439.082716,-439.081772,-439.130703
gdb_99096,OCC(=O)CC(O)C=O,1.1079,65.95,-0.2724,-0.0442,0.2282,1603.7989,0.132032,34.264,-496.117606,-496.107744,-496.1068,-496.153732
gdb_99108,CCC(=O)OC1(CC1)C,1.5389,79.45,-0.2596,0.0185,0.2781,1472.0459,0.179559,37.007,-424.259923,-424.249705,-424.248761,-424.295852
gdb_99163,CCC(=O)CC1COC1,3.3837,78.89,-0.2412,-0.0155,0.2256,1715.4784,0.180449,35.011,-424.228724,-424.218596,-424.217652,-424.265821
gdb_99233,CC(=O)CNC(=O)NC,1.562,75.15,-0.2398,-0.0221,0.2177,1763.0519,0.156762,36.666,-456.406398,-456.395444,-456.394499,-456.444692
gdb_99270,CCC(=O)OCC(C)C,1.8885,83.71,-0.2651,0.021,0.2861,1939.1682,0.202561,39.682,-425.482535,-425.471107,-425.470163,-425.521184
gdb_99293,CCC(=O)OCC1CN1,2.2456,76.24,-0.2429,0.0104,0.2533,1558.9197,0.170129,34.52,-440.297841,-440.288054,-440.28711,-440.333956
gdb_99333,CCC(=O)CNCC#N,5.892,77.12,-0.2436,-0.0287,0.2149,1858.4921,0.157209,35.647,-419.229464,-419.218979,-419.218035,-419.266881
gdb_99368,C(COC(=O)CO)C#N,5.4801,67.15,-0.2862,0.0007,0.2868,1929.7748,0.121651,33.175,-475.05585,-475.045721,-475.044777,-475.093269
gdb_99390,COC(=O)COCC=O,3.9508,67.4,-0.2602,-0.0313,0.2289,2026.0994,0.131178,33.745,-496.116882,-496.106308,-496.105364,-496.15501
gdb_99472,OCC(C#C)C(=O)C=O,1.0686,69.19,-0.2579,-0.1079,0.15,1254.1612,0.108316,33.587,-457.731697,-457.721908,-457.720964,-457.767592
gdb_99543,CCC(C#N)C(N)C#N,6.6403,77.02,-0.2808,0.0001,0.2809,1362.1906,0.146929,35.678,-398.149121,-398.139002,-398.138058,-398.184632
gdb_99585,CN(C=O)C(CO)C#N,5.9896,70.6,-0.2544,0.0123,0.2666,1205.3697,0.133815,34.486,-455.162072,-455.151847,-455.150902,-455.19799
gdb_99944,CC(C)(CO)C(=O)C#C,1.4665,78.22,-0.2598,-0.0569,0.2029,1270.5565,0.154608,38.689,-423.003765,-422.992982,-422.992037,-423.039437
gdb_100035,CCC(C)(C)C1CC1C,0.0642,96.11,-0.2594,0.0745,0.3338,1505.6751,0.250279,43.03,-353.551982,-353.540674,-353.53973,-353.588351
gdb_100066,CC#CCC(C)(C)CO,1.1825,90.82,-0.2406,0.0557,0.2963,1778.7251,0.201635,42.063,-388.273656,-388.261717,-388.260773,-388.311846
gdb_100091,CCC(C)(O)CC(N)=O,4.1655,78.69,-0.2328,0.0376,0.2704,1453.7252,0.191698,40.633,-441.533935,-441.522991,-441.522047,-441.569903
gdb_100094,CC(C)(CC(=O)N)OC,4.1578,78.78,-0.2331,0.0378,0.2709,1341.9902,0.191189,40.371,-441.521952,-441.510877,-441.509933,-441.558472
gdb_100108,CC(C)(CO)CC1CO1,2.6888,82.08,-0.2626,0.069,0.3316,1523.4196,0.20275,39.562,-425.402847,-425.392038,-425.391093,-425.438939
gdb_100210,CC(CO)(CC#N)C#N,4.6021,72.48,-0.3019,0.0052,0.3071,1249.0332,0.134195,34.966,-418.032919,-418.023037,-418.022093,-418.067813
gdb_100218,CCC(O)(CC#C)C#C,1.3573,83.48,-0.2579,0.0279,0.2858,1312.1816,0.154171,39.499,-385.822312,-385.811574,-385.810629,-385.857691
gdb_100222,CNC(C)(CC#C)C#N,4.2487,81.34,-0.2444,0.0275,0.272,1289.625,0.156364,37.932,-382.037729,-382.027277,-382.026333,-382.072892
gdb_100299,CCC(O)(CO)C(C)C,0.3611,84.55,-0.2595,0.0678,0.3272,1354.7226,0.225858,43.762,-426.628543,-426.616763,-426.615819,-426.664999
gdb_100311,CCC(C)(CO)N1CC1,1.3552,84.75,-0.2289,0.0796,0.3085,1278.2629,0.215526,40.236,-405.512713,-405.502061,-405.501117,-405.547921
gdb_100326,CC(CC#C)(CO)CO,1.9887,79.57,-0.2586,0.0387,0.2973,1336.9296,0.179195,40.111,-424.185532,-424.174648,-424.173704,-424.221255
gdb_100332,CCC(C)(CO)CC#C,1.6543,87.0,-0.2585,0.051,0.3095,1382.6015,0.202057,41.865,-388.259697,-388.24834,-388.247396,-388.296019
gdb_100358,C(C=O)C(CO)(CO)O,1.6697,67.89,-0.2481,-0.0428,0.2053,1247.5225,0.156511,36.855,-497.297034,-497.286925,-497.285981,-497.332001
gdb_100457,[NH3+]CC(O)C#CC([O-])=O,21.512,80.62,-0.161,-0.0492,0.1118,1833.9558,0.122793,33.799,-474.923172,-474.913235,-474.912291,-474.960489
gdb_100499,CC#CC(=O)C(O)CO,3.8,76.9,-0.2576,-0.0678,0.1898,1613.1808,0.132593,35.421,-458.94871,-458.938295,-458.937351,-458.986424
gdb_100511,CCC(O)C(=O)C(C)=O,1.8619,73.56,-0.2541,-0.0956,0.1586,1416.8433,0.154995,37.085,-460.198972,-460.188288,-460.187344,-460.235756
gdb_100547,CCC(C)C(=O)C1CC1,2.4716,87.43,-0.2376,-0.0089,0.2287,1605.8695,0.203998,38.18,-388.310694,-388.300139,-388.299195,-388.347192
gdb_100614,CC(CO)C(C#C)C#C,1.375,83.31,-0.2616,0.0322,0.2939,1409.6786,0.154784,39.0,-385.812434,-385.80168,-385.800736,-385.848208
gdb_100634,CC(CO)C(C)(N)C#N,3.9872,78.86,-0.2641,0.0334,0.2975,1338.0511,0.180657,40.005,-420.412999,-420.402001,-420.401057,-420.448741
gdb_100689,COC(C)(C)C(O)CO,1.3778,78.07,-0.2508,0.065,0.3157,1403.7578,0.202118,41.702,-462.550082,-462.538738,-462.537794,-462.586172
gdb_100690,COC(C)C(C)(C)CO,2.2211,85.47,-0.2486,0.072,0.3206,1462.8896,0.224715,43.646,-426.61787,-426.605804,-426.60486,-426.654846
gdb_100723,CCC(C)N(C)C(C)=O,3.386,86.42,-0.2309,0.037,0.2678,1381.8698,0.214821,41.141,-405.591052,-405.57949,-405.578546,-405.628165
gdb_100775,CC(CO)C(O)C1CC1,0.3732,81.96,-0.2569,0.0743,0.3312,1561.8767,0.20355,39.819,-425.405745,-425.394781,-425.393837,-425.442221
gdb_100813,CCC(O)C(O)CC#N,4.5136,76.44,-0.2713,0.0313,0.3026,1659.3297,0.168206,38.242,-440.300405,-440.289643,-440.288699,-440.336703
gdb_100849,CCC(O)C(C=O)C#N,2.1675,73.23,-0.2757,-0.052,0.2237,1357.0683,0.144385,35.658,-439.106895,-439.096531,-439.095587,-439.14333
gdb_100861,CCC(C)N(C=O)C=O,5.9609,77.37,-0.2479,-0.0346,0.2134,1320.7616,0.168244,36.426,-440.33091,-440.320508,-440.319564,-440.366899
gdb_100888,CCC(O)C(OC)C#C,1.8089,81.41,-0.2498,0.0294,0.2793,1438.382,0.178165,39.697,-424.176068,-424.164889,-424.163945,-424.212786
gdb_100909,OCC(O)C(CO)C#C,1.8668,73.82,-0.2632,0.0334,0.2966,1479.7309,0.156222,38.084,-460.10961,-460.099098,-460.098153,-460.145433
gdb_100924,COC(C)C(CO)C=O,2.5653,75.81,-0.245,-0.0234,0.2215,1458.6631,0.178521,38.655,-461.354575,-461.3434,-461.342456,-461.391696
gdb_100996,CCC(C)C1(C)CCO1,1.5835,88.32,-0.2382,0.077,0.3152,1415.4048,0.227121,39.964,-389.489461,-389.47872,-389.477776,-389.525189
gdb_101079,OCC(O)C1(CO1)C#C,2.245,70.49,-0.2586,0.0077,0.2664,1228.9285,0.13327,34.554,-458.893272,-458.88403,-458.883085,-458.927286
gdb_101182,COC(C)C1C2CC1C2,1.0093,87.04,-0.2473,0.0874,0.3347,1397.1841,0.205432,35.189,-388.228278,-388.218925,-388.217981,-388.263239
gdb_101386,CCC(C)C1CN=CO1,1.9107,82.21,-0.2446,0.0265,0.271,1454.0897,0.194566,35.125,-404.374997,-404.365405,-404.364461,-404.410049
gdb_101387,CCC(O)C1CC=CC1,1.3592,86.75,-0.2358,0.0296,0.2654,1527.2827,0.20558,36.792,-388.308194,-388.298406,-388.297462,-388.343154
gdb_101425,OCC(O)C1COC1=O,2.7669,63.92,-0.2703,-0.0055,0.2648,1249.5248,0.135374,31.976,-496.113373,-496.104512,-496.103567,-496.147641
gdb_101438,CCC(C)C1COC1C,1.8272,88.49,-0.2392,0.0744,0.3135,1544.8513,0.22755,39.443,-389.484335,-389.473603,-389.472659,-389.520448
gdb_101452,OCC(O)C1OCC1O,2.6041,67.57,-0.2515,0.0465,0.298,1321.6998,0.158022,34.746,-497.263729,-497.254219,-497.253275,-497.298472
gdb_101552,CCC(C)NC(=O)C=O,2.3822,77.94,-0.2492,-0.0745,0.1748,1462.7649,0.168514,36.795,-440.335273,-440.324756,-440.323812,-440.372234
gdb_101591,CNC(=O)CC(C)CO,3.1221,80.44,-0.2462,0.0331,0.2793,1818.4186,0.192133,39.512,-441.52027,-441.508896,-441.507952,-441.558274
gdb_101624,CC(CO)CC(O)C#N,3.7336,76.33,-0.2765,0.0114,0.2878,1702.9867,0.168413,38.115,-440.289881,-440.279045,-440.278101,-440.326534
gdb_101633,CCC(C)NC(C)C#N,4.244,86.69,-0.2402,0.0318,0.272,1527.462,0.203936,40.128,-384.487031,-384.475869,-384.474925,-384.523969
gdb_101694,CCC(C)CC1(C)CO1,1.6791,89.09,-0.2587,0.0817,0.3404,1559.6306,0.226337,40.783,-389.487008,-389.475946,-389.475002,-389.523666
gdb_101823,CCC(O)COC(C)C,1.9268,86.78,-0.2515,0.0737,0.3252,1938.8861,0.225252,42.56,-426.631053,-426.619146,-426.618202,-426.669212
gdb_101825,COC(C)CCC(C)O,1.8873,86.71,-0.2488,0.0759,0.3247,1992.742,0.225257,42.513,-426.627262,-426.615333,-426.614388,-426.665302
gdb_101927,C[NH2+]C(C1CO1)C([O-])=O,5.4179,67.95,-0.2467,0.0176,0.2644,1237.5768,0.147112,32.627,-476.221743,-476.212629,-476.211685,-476.256279
gdb_101929,COC(C1CC1)C(N)=O,2.746,75.85,-0.231,0.031,0.262,1292.4505,0.169416,36.394,-440.29493,-440.284796,-440.283852,-440.330576
gdb_101945,CCC(C1CO1)N1CC1,1.8559,82.48,-0.2381,0.0807,0.3188,1365.3221,0.192811,35.676,-404.292438,-404.282735,-404.281791,-404.327456
gdb_102073,OCC(C=O)C(O)C#N,4.8059,65.61,-0.2659,-0.0423,0.2236,1286.1333,0.121041,34.47,-475.020446,-475.010329,-475.009385,-475.056323
gdb_102104,CCC(C=O)C1NC1C,2.922,83.4,-0.2454,-0.021,0.2243,1464.3255,0.191779,37.652,-404.338799,-404.328104,-404.32716,-404.376048
gdb_102115,OCC(C=O)C1CC1O,2.4875,71.8,-0.2459,-0.0405,0.2054,1311.7751,0.157167,34.96,-460.144715,-460.135108,-460.134163,-460.179585
gdb_102147,CCN(CC#N)C(=O)C,3.5379,77.27,-0.258,0.0076,0.2657,1340.7118,0.157401,35.833,-419.251124,-419.240731,-419.239787,-419.288201
gdb_102148,CCN(CC#N)C(=O)N,2.3901,73.52,-0.255,0.0096,0.2646,1307.52,0.147284,35.049,-435.315303,-435.305318,-435.304374,-435.351478
gdb_102154,COC(CC#C)C(N)=O,3.1975,74.96,-0.24,0.0207,0.2606,1318.4416,0.144703,36.604,-439.072045,-439.061839,-439.060895,-439.107665
gdb_102179,CCC(CC#N)C1CN1,2.6094,82.97,-0.2552,0.0275,0.2827,1451.9219,0.182467,35.794,-383.259819,-383.249845,-383.248901,-383.295815
gdb_102186,COC(CC#C)C1CN1,1.8676,80.93,-0.244,0.0491,0.2931,1362.5642,0.168581,36.311,-403.071236,-403.061155,-403.060211,-403.106743
gdb_102239,CC(=O)OC(CO)C#N,4.337,66.84,-0.2931,-0.0148,0.2783,1325.5179,0.12129,33.56,-475.060631,-475.050617,-475.049673,-475.097848
gdb_102322,CCC(OC(C)C)C=O,2.1462,83.52,-0.241,-0.0284,0.2126,1545.8962,0.201148,40.252,-425.44184,-425.430363,-425.429418,-425.479662
gdb_102342,CNC(CO)(C#N)C#N,3.9781,69.64,-0.2774,-0.0206,0.2568,1138.772,0.122624,34.62,-434.05896,-434.048998,-434.048054,-434.093858
gdb_102603,COC(CO)CC#CC,2.48,84.25,-0.2393,0.0525,0.2917,1797.8213,0.179152,38.979,-424.18969,-424.178201,-424.177257,-424.228423
gdb_102651,CCC(CC)OC1CC1,0.9071,90.22,-0.2269,0.084,0.3109,1570.9643,0.226258,40.382,-389.476237,-389.465077,-389.464133,-389.514079
gdb_102663,OCC(CO)CC1CN1,2.4417,78.74,-0.2466,0.06,0.3066,1638.0381,0.193991,37.2,-441.444164,-441.433992,-441.433047,-441.47986
gdb_102680,CCC(CO)OCC#C,2.0964,81.99,-0.2548,0.0273,0.2821,1679.4201,0.178925,38.829,-424.176571,-424.165572,-424.164627,-424.214041
gdb_102845,CCC(CC=O)CC#C,2.1423,85.11,-0.2519,-0.0257,0.2262,1573.0553,0.178763,38.241,-387.071864,-387.061047,-387.060102,-387.108994
gdb_102846,CCC(CC=O)CC#N,2.3813,79.82,-0.2639,-0.0373,0.2266,1541.3418,0.168586,36.12,-403.179779,-403.169344,-403.1684,-403.216669
gdb_102873,CN=COC(CO)C#C,2.3764,76.79,-0.2507,0.0079,0.2586,1239.9829,0.144771,35.304,-439.038467,-439.028604,-439.02766,-439.073379
gdb_103006,COC1(C#C)C(O)C1O,1.1206,71.7,-0.2309,0.0167,0.2476,1119.7858,0.13222,35.647,-458.883933,-458.874275,-458.873331,-458.917998
gdb_103206,OCC1(O)C2C3C1CN23,3.7294,70.6,-0.2352,0.0548,0.29,1026.8051,0.148029,30.901,-439.005957,-438.998211,-438.997267,-439.037892
gdb_103224,OCC1(O)C2C3CC2C13,2.2469,75.64,-0.2465,0.0609,0.3074,1124.3154,0.159178,31.691,-422.940734,-422.932825,-422.931881,-422.972869
gdb_103407,CC1(CO)C(O)C2CN12,1.4354,74.28,-0.2367,0.0641,0.3008,1108.8887,0.169304,35.836,-440.228498,-440.218995,-440.218051,-440.262325
gdb_103481,OCC1(O)C2NCC12O,1.5315,67.57,-0.2041,0.0592,0.2634,1105.4076,0.146915,34.198,-476.150522,-476.141703,-476.140759,-476.183605
gdb_103519,OCC1(O)C=CC2NC12,1.4919,72.44,-0.2346,0.0116,0.2462,1069.6107,0.147996,32.368,-439.05149,-439.043244,-439.0423,-439.083941
gdb_103553,CC1(CO)OC(=N)C1O,0.1521,69.45,-0.272,0.0084,0.2804,1181.2587,0.145262,35.19,-476.216533,-476.206795,-476.20585,-476.251279
gdb_103557,CC1C(=O)CC1(C)CO,3.6868,79.06,-0.2347,-0.0129,0.2219,1286.0556,0.179494,37.622,-424.23767,-424.227468,-424.226524,-424.272695
gdb_103660,CN=C1CC(C)(CO)O1,1.088,78.72,-0.2502,0.0277,0.2779,1363.1343,0.168872,36.04,-440.287635,-440.277717,-440.276773,-440.322718
gdb_103768,CC1(CO)OC11COC1,0.7032,71.49,-0.2562,0.0621,0.3183,1268.4504,0.156876,34.089,-460.116726,-460.107374,-460.10643,-460.15111
gdb_103865,OCC1(O)CC1C1CC1,2.0647,79.43,-0.2308,0.0638,0.2945,1332.0653,0.181408,36.327,-424.189567,-424.180031,-424.179086,-424.224346
gdb_103885,CCC1(O)CC1CC#N,4.6442,80.22,-0.269,0.036,0.305,1571.8268,0.168917,36.72,-403.153157,-403.143062,-403.142118,-403.188698
gdb_103924,CCC1(C)CC2(C)CC12,0.2387,93.06,-0.2401,0.0847,0.3248,1367.865,0.22769,39.376,-352.344194,-352.334141,-352.333196,-352.378347
gdb_103941,CC1(CO)CC2(CO2)C1,1.9549,78.7,-0.2582,0.0629,0.3211,1312.8638,0.180579,35.95,-424.192596,-424.18318,-424.182235,-424.226709
gdb_103986,CC12NC1CC2(C)CO,2.9286,82.19,-0.22,0.0727,0.2928,1181.4643,0.192904,37.356,-404.306483,-404.29676,-404.295816,-404.340232
gdb_104050,CC1(CO)OC2CNC12,3.3164,74.49,-0.2298,0.068,0.2978,1147.4038,0.170982,33.434,-440.235186,-440.226565,-440.225621,-440.26817
gdb_104084,CC1(CO)CC=CC1O,1.594,78.96,-0.2473,0.0132,0.2605,1169.5853,0.181741,36.542,-424.230394,-424.220825,-424.219881,-424.264383
gdb_104103,CC1(CO)CNC(=O)N1,4.4986,71.6,-0.2421,0.0574,0.2995,1164.3462,0.16028,34.285,-456.395725,-456.386665,-456.385721,-456.42917
gdb_104149,CC1=NC(C)(CO)CO1,2.1921,76.42,-0.2449,0.019,0.2639,1236.8208,0.170255,34.977,-440.315511,-440.306031,-440.305087,-440.349911
gdb_104185,CC1(C)CCC1(C)CO,1.349,88.18,-0.2611,0.0713,0.3324,1264.8831,0.226948,41.329,-389.485633,-389.475034,-389.47409,-389.51995
gdb_104197,CCC1(C)OCC1(C)O,2.2971,81.48,-0.2396,0.0653,0.3049,1234.2514,0.202486,40.025,-425.420334,-425.40968,-425.408736,-425.455548
gdb_104221,COC1(C)CCC11CC1,1.071,86.13,-0.2415,0.0882,0.3297,1201.1021,0.204084,37.378,-388.261573,-388.251837,-388.250893,-388.295693
gdb_104309,CCC1(O)CCC2CC12,1.2439,84.37,-0.2566,0.0692,0.3258,1213.6653,0.206257,36.315,-388.299226,-388.290117,-388.289173,-388.332497
gdb_104316,COC1(C)CCC2OC12,2.6716,77.44,-0.2483,0.0824,0.3308,1135.6666,0.181712,34.37,-424.212267,-424.203303,-424.202359,-424.245611
gdb_104330,CCC1(C)CCC=C1C,0.222,94.38,-0.224,0.0355,0.2595,1301.6204,0.228403,39.416,-352.387105,-352.376846,-352.375902,-352.421591
gdb_104595,C1CC1(CC(=O)N)CO,4.7459,75.42,-0.2392,0.0191,0.2582,1247.1648,0.170196,36.209,-440.307268,-440.297529,-440.296585,-440.342408
gdb_104688,CCC1(CO)C2COC12,1.8712,78.15,-0.2342,0.0681,0.3023,1212.6749,0.181612,35.178,-424.171203,-424.16187,-424.160925,-424.205277
gdb_104705,COC1(CC(=O)C1)CO,3.3946,72.07,-0.2468,-0.0249,0.2219,1253.2307,0.156164,35.135,-460.153532,-460.144001,-460.143056,-460.188116
gdb_104720,CCC1(CO)CC(O)C1,1.5972,81.46,-0.2539,0.0681,0.322,1410.2041,0.203891,39.159,-425.412145,-425.401682,-425.400738,-425.44758
gdb_104801,OCC1(CO)OC2CC12,1.7677,70.25,-0.2387,0.0593,0.298,1140.498,0.15834,33.665,-460.104573,-460.095719,-460.094775,-460.138369
gdb_104891,COC1(CO)CCCO1,3.3058,73.89,-0.2443,0.0738,0.3181,1168.4065,0.182027,35.167,-461.360994,-461.351538,-461.350593,-461.395295
gdb_104953,OCC1(CN1)C#CC=O,3.4397,79.17,-0.2686,-0.0683,0.2004,1554.9884,0.122174,32.826,-437.822358,-437.812757,-437.811813,-437.858445
gdb_104984,CCC1(CC1)C(C)(C)O,1.4733,87.96,-0.2548,0.0675,0.3223,1319.4462,0.226258,42.265,-389.482359,-389.471414,-389.470469,-389.518074
gdb_104997,CCC1(CC1)C(N)C#N,2.8381,82.5,-0.2675,0.0275,0.295,1268.6722,0.182311,37.189,-383.270244,-383.260218,-383.259274,-383.305315
gdb_105017,NC(C#N)C1(CO)CN1,4.5655,71.64,-0.2527,0.0184,0.2712,1108.2929,0.147992,34.631,-435.231719,-435.22232,-435.221376,-435.265909
gdb_105031,CCC1(CN1)C(O)C=O,2.5927,75.35,-0.2523,-0.0341,0.2182,1270.1071,0.168974,35.769,-440.266978,-440.257213,-440.256269,-440.302104
gdb_105084,CCC1(CO1)C1CC1C,1.7893,85.03,-0.2515,0.0813,0.3328,1336.3434,0.204123,37.61,-388.261157,-388.251163,-388.250218,-388.296451
gdb_105112,C1CC1(CO)C2COC2,0.603,78.07,-0.2451,0.0706,0.3157,1266.3413,0.182267,34.374,-424.177201,-424.167884,-424.16694,-424.212136
gdb_105133,CNC1(CC1C#N)C#N,3.023,75.47,-0.2553,-0.0195,0.2357,1198.8563,0.123578,32.697,-396.926148,-396.916974,-396.91603,-396.960383
gdb_105218,CC(C)C1(CO)CC1O,2.5402,81.66,-0.2435,0.0644,0.3079,1276.7435,0.203578,40.271,-425.402463,-425.391822,-425.390878,-425.437386
gdb_105241,CC1CC1(CO)C1CO1,2.8849,78.8,-0.257,0.0698,0.3268,1259.9623,0.180637,36.306,-424.183907,-424.174002,-424.173058,-424.218832
gdb_105281,CCC1(NC1C=O)C#N,2.5606,75.6,-0.2693,-0.0557,0.2136,1312.6151,0.134101,33.244,-418.004833,-417.995397,-417.994452,-418.039707
gdb_105291,OCC1(CN1C=O)C#C,1.938,72.88,-0.261,-0.0131,0.2479,1184.3728,0.121332,33.417,-437.831965,-437.822589,-437.821645,-437.866605
gdb_105341,OCC1(CN2CC12)C#C,1.3314,77.29,-0.2365,0.0344,0.2709,1123.2662,0.146686,33.133,-401.853558,-401.844937,-401.843993,-401.886651
gdb_105361,OCC1(CN2CC12)C=O,2.0389,71.74,-0.2472,-0.0406,0.2067,1115.0405,0.147265,31.512,-439.035183,-439.026837,-439.025893,-439.068198
gdb_105531,CCC1(COC1)C2CC2,1.954,84.52,-0.2422,0.0773,0.3195,1275.217,0.205435,35.842,-388.254744,-388.245165,-388.244221,-388.289912
gdb_105540,C1CC(C1)(CO)C2CC2,1.3687,85.43,-0.2567,0.076,0.3327,1266.5258,0.205776,36.485,-388.257451,-388.247853,-388.246909,-388.292473
gdb_105651,COC1(CNC1C)C#N,2.5191,76.67,-0.2409,0.0177,0.2586,1156.709,0.157977,34.764,-419.184929,-419.175288,-419.174344,-419.219329
gdb_105824,OCC12C(O)C1C1CN21,2.1776,71.74,-0.2196,0.061,0.2806,1091.9145,0.146877,32.505,-438.974195,-438.965772,-438.964828,-439.007077
gdb_105870,CC1C2OC(C)C12CO,1.4496,78.57,-0.2343,0.0637,0.298,1184.5015,0.180925,36.088,-424.182426,-424.172767,-424.171822,-424.21671
gdb_105905,CCC12N(C)C3C1OC23,1.5233,78.52,-0.2205,0.0663,0.2867,1101.9685,0.169045,32.958,-403.032817,-403.024227,-403.023283,-403.065937
gdb_105917,CCC12C3C1C1C3CC21,0.1897,84.92,-0.2323,0.0894,0.3217,1053.0816,0.183859,30.815,-349.888586,-349.881074,-349.88013,-349.92051
gdb_105930,OCC12C3C1C1C3CN21,1.6908,73.93,-0.2234,0.0612,0.2846,953.4613,0.14921,28.398,-401.844879,-401.837831,-401.836887,-401.876584
gdb_105941,CCC12C3C1N1CC3C21,1.627,81.76,-0.214,0.0825,0.2964,1103.0439,0.172334,29.914,-365.922408,-365.914979,-365.914035,-365.954369
gdb_105965,CC12C3C4C1C4(CO)C23,1.765,79.31,-0.2205,0.0672,0.2877,1192.7269,0.157748,32.529,-385.777594,-385.769163,-385.768219,-385.810527
gdb_105990,CCC12C3C4C3C1(C)N24,1.6974,82.08,-0.2061,0.0742,0.2803,1109.2537,0.1695,32.968,-365.906306,-365.897765,-365.89682,-365.93935
gdb_106003,CCC12C3C4C3C1CC24,0.2895,84.75,-0.2317,0.0872,0.3188,1037.111,0.183893,30.882,-349.88885,-349.881372,-349.880428,-349.920645
gdb_106061,CC12CC3N(C1)C23CO,2.7568,78.54,-0.2382,0.0707,0.3088,1110.0999,0.171367,32.584,-403.084937,-403.076599,-403.075655,-403.117613
gdb_106121,COC12C3OC1C(C)C23,1.0608,75.1,-0.2247,0.079,0.3036,1107.087,0.158001,31.929,-422.941746,-422.933358,-422.932414,-422.974723
gdb_106159,CCC12C3CC1CC2C3,0.3551,88.49,-0.2494,0.0799,0.3293,1118.1723,0.207418,33.199,-351.126806,-351.118579,-351.117635,-351.159369
gdb_106227,CC1C2OC=NC12CO,1.8535,71.16,-0.2449,0.0056,0.2505,1081.716,0.14785,31.567,-439.077941,-439.069471,-439.068526,-439.111158
