mol_id,smiles,mu,alpha,homo,lumo,gap,r2,zpve,cv,u0,u298,h298,g298
gdb_95,CC1CCC1,0.095,52.94,-0.2896,0.0927,0.3823,455.0215,0.138424,20.299,-196.407957,-196.40245,-196.401505,-196.436159
gdb_98,C1CC(C1)O,1.4604,45.55,-0.256,0.0801,0.3361,413.9118,0.115063,19.023,-232.333258,-232.328097,-232.327153,-232.361103
gdb_99,C1C(CO1)O,2.4158,38.58,-0.2465,0.0604,0.3069,374.4087,0.091005,17.344,-268.248371,-268.243234,-268.24229,-268.276572
gdb_100,CC1CC1C,0.1023,52.92,-0.2632,0.094,0.3573,465.3301,0.137341,22.005,-196.406419,-196.40034,-196.399396,-196.435152
gdb_101,CC1CC1O,1.3092,45.84,-0.2518,0.0822,0.334,418.298,0.113827,20.702,-232.32907,-232.323327,-232.322383,-232.357426
gdb_102,CC1CN1C,1.2483,49.79,-0.2199,0.0931,0.313,432.5081,0.125556,20.993,-212.438188,-212.432286,-212.431342,-212.466725
gdb_103,CC1OC1C,1.8159,46.02,-0.2573,0.0984,0.3557,432.2224,0.113178,20.451,-232.334436,-232.32857,-232.327626,-232.363064
gdb_105,C1C2CC1C2,0.0002,49.82,-0.2974,0.1082,0.4056,328.2069,0.116844,15.584,-195.158734,-195.154774,-195.15383,-195.185188
gdb_107,C#CCC#C,0.4777,45.22,-0.2633,0.0345,0.2978,470.3666,0.065276,19.399,-192.736096,-192.730524,-192.72958,-192.764175
gdb_108,C#CCC#N,3.5925,40.56,-0.2911,0.0111,0.3022,448.7393,0.05503,17.258,-208.842347,-208.837159,-208.836215,-208.87023
gdb_109,C(C#N)C#N,3.6958,36.12,-0.3494,-0.0151,0.3344,429.0927,0.044642,15.259,-224.94466,-224.939832,-224.938888,-224.972334
gdb_110,C#CCC=O,2.0711,41.41,-0.2583,-0.0337,0.2245,483.1343,0.065029,18.303,-229.918003,-229.912379,-229.911435,-229.946855
gdb_111,C(C=O)C#N,2.172,36.79,-0.2868,-0.0568,0.23,464.3999,0.054694,16.279,-246.023231,-246.017964,-246.017019,-246.051902
gdb_112,C(=N)NC=O,5.0884,38.8,-0.2491,-0.0216,0.2276,391.0845,0.068192,16.694,-263.280728,-263.275534,-263.27459,-263.308973
gdb_113,N=COC=O,4.2338,35.69,-0.2934,-0.0298,0.2636,460.7073,0.055229,15.704,-283.156647,-283.151564,-283.15062,-283.184645
gdb_114,C(=O)NC=O,5.2904,34.31,-0.2608,-0.0416,0.2191,372.7845,0.055704,15.692,-283.179781,-283.17476,-283.173816,-283.207861
gdb_115,CC#CC#C,1.1881,54.54,-0.242,-0.0085,0.2335,576.5936,0.065688,19.382,-192.762455,-192.756657,-192.755713,-192.790147
gdb_117,CC#CC=O,3.783,45.67,-0.2642,-0.0592,0.2051,568.7849,0.065532,18.156,-229.928448,-229.922366,-229.921422,-229.958956
gdb_118,CC#CCO,1.2486,46.92,-0.2421,0.0368,0.2789,613.8892,0.089036,20.884,-231.111403,-231.104707,-231.103763,-231.142502
gdb_119,CCC#CC,0.078,53.93,-0.2401,0.0631,0.3033,652.4812,0.112761,22.115,-195.196751,-195.18988,-195.188936,-195.228146
gdb_121,CCCC#C,0.7752,51.47,-0.2586,0.0583,0.3169,593.0141,0.112736,22.023,-195.186228,-195.179881,-195.178937,-195.215412
gdb_122,CCCC#N,4.0641,46.62,-0.3185,0.0365,0.355,569.5065,0.102603,19.863,-211.295163,-211.289209,-211.288265,-211.324151
gdb_123,CNCC#N,4.1469,43.52,-0.249,0.0208,0.2698,535.2152,0.091346,19.026,-227.324775,-227.318937,-227.317993,-227.353619
gdb_124,COCC#C,1.3623,45.04,-0.2565,0.0324,0.2889,532.4302,0.088734,20.194,-231.092208,-231.086089,-231.085144,-231.121215
gdb_125,COCC#N,4.5445,40.22,-0.2859,0.008,0.2939,509.5881,0.078474,18.14,-247.198,-247.192237,-247.191293,-247.226866
gdb_126,C#CCCO,1.3892,44.05,-0.2624,0.0549,0.3174,542.7424,0.089329,20.716,-231.10631,-231.100171,-231.099227,-231.135302
gdb_127,C(CO)C#N,3.7158,39.41,-0.2914,0.0323,0.3237,519.4529,0.079045,18.636,-247.21445,-247.20867,-247.207726,-247.243281
gdb_129,CCNC=O,3.694,43.88,-0.2499,0.0335,0.2834,490.704,0.102695,19.864,-248.436061,-248.429994,-248.429049,-248.466001
gdb_130,CCOC=O,4.0425,40.48,-0.2778,0.0091,0.2868,510.9124,0.089832,18.727,-268.307873,-268.301991,-268.301047,-268.337439
gdb_131,COCC=O,2.7959,40.04,-0.2577,-0.0282,0.2295,546.3932,0.088447,19.186,-268.27324,-268.267033,-268.266088,-268.30312
gdb_132,C(CO)C=O,1.4229,39.92,-0.2536,-0.0285,0.225,550.4469,0.089449,19.422,-268.282665,-268.276602,-268.275658,-268.312338
gdb_133,CCCCC,0.0603,56.8,-0.3105,0.0925,0.403,721.0614,0.160138,24.552,-197.629416,-197.622321,-197.621376,-197.659721
gdb_135,CCCOC,0.9755,50.27,-0.25,0.0926,0.3426,647.6919,0.136321,22.785,-233.542445,-233.535569,-233.534624,-233.572603
gdb_136,CCOCC,0.9301,50.62,-0.2483,0.0931,0.3414,631.0818,0.136152,22.881,-233.547877,-233.541027,-233.540083,-233.578016
gdb_137,COCCO,2.2019,42.99,-0.261,0.0821,0.3431,522.4181,0.113563,21.001,-269.465281,-269.45898,-269.458036,-269.494828
gdb_138,C(CO)CO,2.7191,42.52,-0.2607,0.0779,0.3386,618.0376,0.113242,22.005,-269.468415,-269.461727,-269.460783,-269.498456
gdb_139,C#CC1CC1,0.8635,48.65,-0.2425,0.0503,0.2928,429.6736,0.090505,18.785,-193.963318,-193.958152,-193.957208,-193.990986
gdb_140,C#CC1CN1,1.2763,45.22,-0.2422,0.0322,0.2744,408.3613,0.079399,17.704,-210.001565,-209.996559,-209.995615,-210.029132
gdb_141,C#CC1CO1,1.7013,41.39,-0.265,0.0189,0.2839,397.8388,0.066467,16.924,-229.879598,-229.87469,-229.873746,-229.907107
gdb_142,C1CC1C#N,4.1966,43.5,-0.2931,0.0289,0.322,407.3682,0.080403,16.544,-210.071468,-210.066701,-210.065757,-210.098937
gdb_144,N#CC1CO1,3.6533,36.45,-0.3077,-0.0072,0.3004,376.0875,0.056139,14.866,-245.983375,-245.978827,-245.977883,-246.010694
gdb_145,C1CC1C=O,3.147,44.1,-0.2486,-0.0157,0.2329,436.2586,0.090683,17.457,-231.145151,-231.140101,-231.139157,-231.173071
gdb_146,O=CC1CN1,2.03,40.19,-0.2639,-0.0381,0.2258,363.3567,0.079887,16.144,-247.184334,-247.179519,-247.178575,-247.211988
gdb_147,O=CC1CO1,2.3951,36.8,-0.2636,-0.0418,0.2217,402.0419,0.066465,15.818,-267.060326,-267.055484,-267.05454,-267.088115
gdb_148,C1CN1C=O,3.2517,40.77,-0.2555,-0.0013,0.2542,383.6013,0.079595,16.197,-247.192524,-247.187626,-247.186682,-247.22031
gdb_149,CCC1CC1,0.095,52.9,-0.2723,0.0986,0.3709,514.3053,0.137725,21.364,-196.40532,-196.399392,-196.398448,-196.434166
gdb_150,CCC1CO1,1.7468,45.95,-0.2623,0.0976,0.3599,471.3094,0.113861,19.579,-232.328175,-232.322501,-232.321557,-232.356864
gdb_152,COC1CC1,1.0906,46.29,-0.244,0.0955,0.3395,452.0432,0.113725,19.738,-232.3174,-232.311743,-232.310798,-232.345925
gdb_156,C1CC=CC1,0.1413,50.34,-0.2335,0.0325,0.2661,375.5096,0.116471,17.052,-195.226072,-195.221411,-195.220467,-195.253489
gdb_158,C1C=CCO1,1.5715,43.73,-0.2303,0.0188,0.2491,336.0014,0.092218,15.461,-231.142581,-231.138099,-231.137155,-231.169932
gdb_159,C1CCCC1,0.001,52.0,-0.3078,0.0844,0.3922,414.0869,0.140316,18.624,-196.432825,-196.427608,-196.426663,-196.462198
gdb_162,C1C2CCC12,0.2527,48.92,-0.2519,0.0987,0.3506,350.7167,0.116089,16.868,-195.179738,-195.175335,-195.174391,-195.206606
gdb_163,C1C2COC12,1.7167,41.77,-0.2337,0.0853,0.319,315.0958,0.091972,15.312,-231.093096,-231.088957,-231.088013,-231.119749
gdb_165,c1c[nH]nc1,2.2277,39.17,-0.2438,0.0239,0.2677,284.6224,0.071284,13.255,-226.144377,-226.140644,-226.1397,-226.170637
gdb_166,c1cnn[nH]1,4.2954,35.66,-0.2641,-0.0023,0.2618,266.8979,0.059084,12.248,-242.180146,-242.176561,-242.175617,-242.206312
gdb_167,c1[nH]ncn1,2.79,35.01,-0.2705,0.0059,0.2764,264.8693,0.059902,11.923,-242.205627,-242.202078,-242.201134,-242.231775
gdb_168,c1[nH]cnn1,5.498,35.27,-0.2551,0.0164,0.2715,266.6747,0.059116,12.36,-242.196351,-242.192733,-242.191789,-242.222534
gdb_169,c1cn[nH]n1,0.0597,35.3,-0.2742,-0.0055,0.2687,265.6333,0.059852,11.936,-242.18601,-242.182459,-242.181515,-242.212163
gdb_172,c1ncon1,1.126,31.56,-0.3054,-0.0335,0.2719,253.56,0.046608,11.003,-262.056533,-262.053124,-262.05218,-262.082625
gdb_174,c1nnno1,2.8915,28.58,-0.331,-0.0643,0.2667,239.8863,0.033398,10.82,-278.075775,-278.072348,-278.071404,-278.101859
gdb_175,c1cnon1,3.2148,32.29,-0.3213,-0.0515,0.2698,256.8034,0.045873,11.319,-262.017735,-262.014288,-262.013344,-262.043855
gdb_176,c1nnon1,1.9641,28.86,-0.3379,-0.0815,0.2563,240.038,0.033459,10.694,-278.059333,-278.055942,-278.054997,-278.0854
gdb_177,n1nnon1,0.6581,25.66,-0.3671,-0.1073,0.2598,226.0123,0.020349,10.401,-294.081616,-294.078226,-294.077281,-294.10766
gdb_184,C(F)(F)(F)F,0.0003,15.93,-0.4286,0.1935,0.6221,279.3208,0.017147,12.639,-437.484875,-437.480956,-437.480011,-437.512059
gdb_178,CC(=NO)C#C,0.6411,54.16,-0.2383,-0.0315,0.2068,618.9851,0.081951,23.675,-285.217962,-285.211126,-285.210182,-285.248449
gdb_180,CCC(=NO)C,0.6759,56.46,-0.239,0.0173,0.2562,699.8479,0.129195,26.442,-287.662612,-287.654946,-287.654001,-287.694375
gdb_181,C1CC(=NO)C1,0.8763,53.48,-0.2405,0.0074,0.2479,599.0421,0.107557,21.872,-286.438084,-286.4319,-286.430956,-286.468514
gdb_182,C1C(=NO)CN1,1.2383,49.95,-0.23,0.0026,0.2326,576.9778,0.096619,20.934,-302.472397,-302.466506,-302.465561,-302.501719
gdb_183,C1C(=NO)CO1,1.1556,46.34,-0.2498,-0.0046,0.2452,562.026,0.084017,19.932,-322.351046,-322.345309,-322.344365,-322.380266
gdb_186,N=C1OC=CO1,3.6351,40.77,-0.2262,0.0118,0.238,424.2581,0.062567,16.38,-321.236907,-321.232405,-321.231461,-321.264644
gdb_188,c1coc(=O)[nH]1,4.6537,39.72,-0.2215,0.0207,0.2422,425.4583,0.063077,16.761,-321.276274,-321.271636,-321.270692,-321.3041
gdb_189,c1coc(=O)o1,4.4195,36.02,-0.253,0.0027,0.2556,406.9334,0.050756,15.099,-341.145624,-341.141349,-341.140405,-341.173218
gdb_190,Cc1ccc[nH]1,1.9162,55.77,-0.1934,0.0496,0.243,523.1127,0.109918,20.832,-249.397368,-249.391707,-249.390763,-249.42627
gdb_191,Cc1ccco1,0.5222,51.86,-0.2124,0.0239,0.2363,501.9826,0.097415,19.38,-269.267574,-269.262222,-269.261277,-269.2962
gdb_192,Cc1cnco1,2.0636,47.63,-0.2364,0.0066,0.243,481.0455,0.086244,18.024,-285.328258,-285.323118,-285.322174,-285.356714
gdb_193,Cc1ncco1,1.3368,47.52,-0.2371,0.0082,0.2453,474.9666,0.086046,18.156,-285.330157,-285.32495,-285.324006,-285.358812
gdb_194,c1cc([nH]c1)N,1.5102,51.62,-0.185,0.0556,0.2406,495.5949,0.099063,20.507,-265.441614,-265.436072,-265.435128,-265.470365
gdb_195,c1cc(oc1)N,1.5774,48.3,-0.1844,0.0397,0.2241,472.7151,0.086472,19.374,-285.313612,-285.308395,-285.307451,-285.341898
gdb_196,c1c(ocn1)N,2.9659,44.3,-0.2049,0.0202,0.2251,451.8468,0.075243,18.0,-301.373496,-301.368495,-301.36755,-301.401649
gdb_199,c1c([nH]cn1)O,2.938,43.45,-0.2022,0.0448,0.247,453.0651,0.075256,18.316,-301.377995,-301.372972,-301.372028,-301.40609
gdb_200,c1cnc([nH]1)O,2.18,43.23,-0.2051,0.0505,0.2555,445.8144,0.075677,18.016,-301.389192,-301.38437,-301.383426,-301.417032
gdb_201,Cc1cc[nH]c1,1.6978,55.32,-0.1982,0.0533,0.2515,528.9258,0.109903,20.948,-249.395323,-249.38964,-249.388696,-249.424242
gdb_202,Cc1c[nH]cn1,3.3147,51.32,-0.2157,0.0376,0.2533,500.6403,0.098598,19.536,-265.457424,-265.451994,-265.45105,-265.486153
gdb_205,c1c[nH]cc1N,1.8044,51.67,-0.1741,0.0558,0.2299,500.1351,0.098959,20.983,-265.43852,-265.432959,-265.432015,-265.467025
gdb_206,c1c(nc[nH]1)N,3.0074,47.82,-0.1849,0.0391,0.2241,471.183,0.087869,19.414,-281.504579,-281.499371,-281.498427,-281.532762
gdb_207,c1cocc1N,1.7218,47.62,-0.1947,0.029,0.2237,483.7409,0.086736,19.259,-285.306999,-285.301863,-285.300919,-285.33518
gdb_208,c1c(nco1)N,1.6737,43.75,-0.2057,0.0107,0.2164,455.3577,0.075457,17.986,-301.373831,-301.368911,-301.367967,-301.401842
gdb_209,c1c[nH]cc1O,1.6811,47.51,-0.1864,0.05,0.2364,480.4033,0.086407,19.995,-285.316421,-285.311084,-285.31014,-285.344731
gdb_210,c1c(nc[nH]1)O,2.8207,43.71,-0.2006,0.0315,0.2321,450.9127,0.075668,18.065,-301.385442,-301.380615,-301.379671,-301.413294
gdb_212,Cn1cccc1,2.0318,55.54,-0.2006,0.0463,0.2469,510.1975,0.110002,20.193,-249.387499,-249.381908,-249.380963,-249.416542
gdb_213,Cn1ccnc1,3.9054,51.11,-0.2216,0.0324,0.2541,488.8221,0.098859,18.783,-265.44727,-265.441887,-265.440943,-265.476219
gdb_214,c1ccccc1,0.0,57.28,-0.2475,0.0029,0.2503,456.6788,0.100175,17.214,-232.164586,-232.160188,-232.159244,-232.192047
gdb_215,c1ccncc1,2.1103,53.03,-0.2518,-0.0225,0.2293,432.2254,0.088683,16.093,-248.211932,-248.207665,-248.206721,-248.239325
gdb_216,c1cnccn1,0.0,49.2,-0.2493,-0.0511,0.1982,408.933,0.07674,15.146,-264.255612,-264.251446,-264.250502,-264.282954
gdb_217,c1cncnc1,2.2031,48.47,-0.2531,-0.0415,0.2116,408.2875,0.076933,15.138,-264.261826,-264.257646,-264.256702,-264.289179
gdb_219,CC(C)(C)C#C,0.6082,62.05,-0.2585,0.0629,0.3214,624.7654,0.140054,28.513,-234.476516,-234.468849,-234.467905,-234.506959
gdb_220,CC(C)(C)C#N,3.9525,56.9,-0.3156,0.0438,0.3594,602.0353,0.129886,26.404,-250.585843,-250.578524,-250.57758,-250.616127
gdb_222,CC(C)(C#C)O,1.7721,54.93,-0.2589,0.0425,0.3014,587.1297,0.116168,27.393,-270.399081,-270.391629,-270.390685,-270.429359
gdb_223,CC(C)(C#N)O,4.8465,49.98,-0.2931,0.0216,0.3148,564.648,0.105718,25.46,-286.506282,-286.499096,-286.498152,-286.5365
gdb_224,CC(C)(C)C=O,2.5692,56.92,-0.247,-0.0179,0.2291,611.1634,0.139975,27.295,-271.656372,-271.648691,-271.647747,-271.687368
