mol_id,smiles,mu,alpha,homo,lumo,gap,r2,zpve,cv,u0,u298,h298,g298
gdb_34677,N#CC1C2C1C1CC2C1,4.7406,80.9,-0.2799,0.0287,0.3086,1157.6113,0.151013,27.909,-364.789308,-364.782533,-364.781589,-364.820421
gdb_34858,N#CC1C2CC1CCC2,4.4616,82.42,-0.2901,0.0357,0.3258,1147.0866,0.174814,30.214,-366.034359,-366.026825,-366.025881,-366.06621
gdb_34959,C#CC1C2CN3CC1C23,1.29,79.98,-0.2086,0.0392,0.2478,971.2425,0.149109,28.983,-364.712157,-364.705081,-364.704137,-364.743456
gdb_35003,N#CC1C2CN=COC12,4.89,68.95,-0.2659,0.0079,0.2738,924.4851,0.114839,26.966,-416.812169,-416.804933,-416.803988,-416.844303
gdb_35066,N#CC1C2NCCOC12,5.0971,72.58,-0.2314,0.0305,0.262,996.0554,0.138278,29.473,-417.988538,-417.980827,-417.979883,-418.020878
gdb_35102,C#CC1N=COC11CC1,1.8282,74.52,-0.247,0.0121,0.2591,1040.8628,0.123668,30.069,-400.705205,-400.697316,-400.696372,-400.738093
gdb_35157,C#CC1NC1(C#C)C#C,1.4107,83.09,-0.2449,-0.0053,0.2396,1169.9395,0.096742,33.86,-362.268851,-362.259794,-362.258849,-362.302401
gdb_35219,C#CC1CC11OCC=C1,2.0779,83.62,-0.2121,0.0049,0.217,1149.2323,0.134583,31.404,-384.640777,-384.632612,-384.631668,-384.673657
gdb_35226,N#CC1OC11CCC=C1,4.2596,76.45,-0.2618,-0.0174,0.2444,1166.092,0.124634,29.054,-400.754148,-400.746328,-400.745384,-400.78721
gdb_35313,N#CC1CC2(OC12)C#N,3.0732,68.96,-0.3036,-0.0301,0.2735,1195.7868,0.089075,27.357,-415.585461,-415.577904,-415.57696,-415.617918
gdb_35329,C#CC1CC2(COC2)O1,2.2739,74.45,-0.2515,0.0145,0.2659,1278.5671,0.134246,30.903,-421.745386,-421.737012,-421.736068,-421.779331
gdb_35330,C1CC2(C1)CC(C2)C#N,4.4202,84.32,-0.2902,0.0316,0.3218,1409.6777,0.17202,32.125,-366.011647,-366.003256,-366.002312,-366.045064
gdb_35343,C#CC1OC23CN(C2)C13,0.2645,76.85,-0.2312,0.0067,0.2379,1017.463,0.123086,29.201,-400.526566,-400.519352,-400.518408,-400.557937
gdb_35361,N#CC1OC2=NCCC12,4.4295,69.85,-0.2714,-0.0194,0.252,1025.0828,0.11439,26.926,-416.788523,-416.781396,-416.780452,-416.820415
gdb_35392,N#CC1OC2C3NC2C13,3.7021,68.83,-0.2539,0.0065,0.2603,998.236,0.114935,25.503,-416.741376,-416.734899,-416.733954,-416.772476
gdb_35406,N#CC1CN2C3CC3C12,2.7673,74.98,-0.237,0.0205,0.2576,980.9378,0.138107,27.908,-380.80767,-380.800662,-380.799718,-380.839097
gdb_35416,C#CC1CC2C=CCN12,1.0554,81.7,-0.2156,0.0205,0.2361,1006.6715,0.148631,30.203,-364.757385,-364.749745,-364.748801,-364.789605
gdb_35435,N#CC1CN2CC(C2)O1,3.6533,71.64,-0.2327,0.0135,0.2462,997.7092,0.138505,27.995,-417.970629,-417.963487,-417.962542,-418.002326
gdb_35485,N#CC1CC2CC3C1N23,2.5449,73.95,-0.2511,0.029,0.2802,955.5414,0.139409,27.083,-380.854821,-380.847997,-380.847053,-380.886138
gdb_35510,C#CC1CC2OCC1O2,1.2667,72.15,-0.2555,0.0435,0.299,1000.5331,0.137676,28.604,-421.798316,-421.791144,-421.7902,-421.829923
gdb_35608,C#CC1CC=CC11CC1,0.4761,87.35,-0.2255,0.0216,0.2471,1124.3705,0.15911,32.804,-348.720016,-348.711736,-348.710792,-348.752759
gdb_35704,C#CC1CCC1C1CO1,1.8671,81.08,-0.2554,0.0457,0.3011,1174.4925,0.158314,32.859,-385.819661,-385.810963,-385.810019,-385.853364
gdb_35773,C#CC1CCC2CC2C1,0.8107,87.84,-0.2519,0.0603,0.3122,1282.2575,0.184259,33.427,-349.927632,-349.919303,-349.918359,-349.960349
gdb_35787,N#CC1CCC2CC2C1,4.2999,82.42,-0.2794,0.0411,0.3205,1252.775,0.174117,31.295,-366.036744,-366.028785,-366.027841,-366.06929
gdb_35796,N#CC1CNC2CC2N1,3.8259,76.02,-0.2148,0.0239,0.2387,1173.1745,0.15093,30.465,-398.106565,-398.098778,-398.097834,-398.138921
gdb_35860,C#CC1OCCC11CN1,1.4341,76.63,-0.2467,0.0319,0.2785,1081.0794,0.147844,31.629,-401.882937,-401.874595,-401.873651,-401.916639
gdb_35944,C#CC1CCCOC=N1,2.582,79.8,-0.2491,0.0112,0.2603,1252.6641,0.147961,31.808,-401.915317,-401.906878,-401.905933,-401.948915
gdb_35994,C#CCC#CCC1CN1,1.419,86.54,-0.2456,0.0352,0.2808,2046.6583,0.145874,34.595,-364.715886,-364.7061,-364.705155,-364.75266
gdb_36195,C#CCC12CCC1OC2,1.4475,80.13,-0.2425,0.0439,0.2864,1211.2645,0.158299,32.466,-385.821223,-385.812641,-385.811697,-385.855004
gdb_36199,N#CCC12CCC1CO2,5.2996,75.55,-0.2579,0.0255,0.2833,1171.1468,0.147978,30.483,-401.931946,-401.923748,-401.922804,-401.965425
gdb_36221,C#CCC1=CCC2NC12,1.1368,83.26,-0.2317,0.0131,0.2449,1269.6817,0.147959,31.532,-364.760057,-364.751906,-364.750962,-364.793162
gdb_36225,N#CCC1=CCC2OC12,3.4636,74.08,-0.2588,-0.017,0.2418,1225.2559,0.124861,28.704,-400.75105,-400.743352,-400.742408,-400.784023
gdb_36300,N#CCN1C2CC=CC12,4.9563,77.16,-0.2475,-0.0108,0.2367,1142.6276,0.137262,29.078,-380.856023,-380.848399,-380.847455,-380.888804
gdb_36301,C#CCC1C2CCCC12,0.9026,86.99,-0.2517,0.0599,0.3116,1271.2191,0.183663,33.587,-349.921566,-349.912848,-349.911904,-349.955674
gdb_36344,C#CCC1OC11COC1,1.5445,74.85,-0.2573,0.042,0.2993,1468.3755,0.133335,31.901,-421.741784,-421.732989,-421.732045,-421.776084
gdb_36355,C1C2(N1CC#N)COC2,2.8716,73.83,-0.2598,0.0154,0.2751,1401.4707,0.135342,30.422,-417.953326,-417.944851,-417.943907,-417.987339
gdb_36487,N#CCC1CCC2CC12,4.151,82.23,-0.279,0.0396,0.3186,1328.6876,0.173337,31.538,-366.036726,-366.028573,-366.027629,-366.069833
gdb_36543,C#CCN=C1CCCO1,3.3961,80.18,-0.2405,0.0224,0.2628,1381.2695,0.147497,32.119,-401.930448,-401.921649,-401.920705,-401.965112
gdb_36546,C1CC(=NCC#N)OC1,5.4667,74.92,-0.2687,0.0049,0.2736,1308.042,0.137308,29.964,-418.039978,-418.031584,-418.03064,-418.074261
gdb_36552,C#CCCC#CC1CN1,1.2798,90.58,-0.2341,0.0281,0.2622,2253.3905,0.146067,34.583,-364.72293,-364.713056,-364.712112,-364.759994
gdb_36570,C#CCNC(C#C)C#N,4.2443,76.16,-0.262,-0.0062,0.2558,1334.4722,0.109603,34.238,-379.582984,-379.573251,-379.572307,-379.619029
gdb_36586,C#CCCC1(CO1)C#N,3.5255,75.63,-0.2719,-0.0028,0.2691,1440.4793,0.121726,32.871,-400.702277,-400.693059,-400.692114,-400.737098
gdb_36751,C#CCN=COCC#C,2.5717,78.83,-0.2554,0.0136,0.269,1570.5925,0.120148,34.588,-400.660122,-400.650214,-400.64927,-400.696382
gdb_36813,C#CCCCNCC#N,3.8913,83.92,-0.2516,0.0194,0.2709,2409.2891,0.157574,35.988,-382.037236,-382.026826,-382.025881,-382.074002
gdb_36925,C(C1OCC=C1)N1CC1,1.8949,81.65,-0.229,0.0162,0.2452,1409.7071,0.171396,31.495,-403.111605,-403.103139,-403.102195,-403.145631
gdb_36948,C1CC(C1)CC2COC2,1.9547,85.75,-0.2412,0.0756,0.3168,1700.524,0.206705,33.649,-388.258062,-388.248897,-388.247953,-388.293512
gdb_37027,C1C23COC12C=CCC3,2.0314,79.57,-0.2167,0.0123,0.229,973.5563,0.161502,29.362,-385.857639,-385.850592,-385.849647,-385.888626
gdb_37028,C1C23COC12C=CCO3,1.7082,72.63,-0.2177,0.0016,0.2193,916.212,0.136821,28.152,-421.766186,-421.759209,-421.758265,-421.797376
gdb_37069,C1CC23OCOC2(C1)C3,1.5581,73.08,-0.2369,0.0801,0.317,950.5342,0.161651,28.915,-423.014549,-423.007534,-423.00659,-423.045607
gdb_37100,O1CC11C2CC2C11OC1,3.3461,72.51,-0.2574,0.0624,0.3197,984.4723,0.135223,29.15,-421.743241,-421.735813,-421.734868,-421.77509
gdb_37101,C1OC11C2NC2C11CO1,2.544,68.97,-0.2438,0.0489,0.2927,970.59,0.123412,28.587,-437.772249,-437.764898,-437.763954,-437.804057
gdb_37126,C1C2C1C13CC21CCC3,0.4553,84.24,-0.1893,0.085,0.2743,1012.0983,0.185216,30.538,-349.891048,-349.884021,-349.883077,-349.92181
gdb_37150,C1C2C1C13OC4C1C2C34,2.1829,73.93,-0.228,0.0673,0.2953,843.3981,0.137784,25.593,-384.549269,-384.543556,-384.542611,-384.578869
gdb_37162,C1N2C3C4C5OC5C13C24,1.918,70.4,-0.2263,0.0593,0.2856,824.35,0.126357,24.307,-400.59289,-400.58734,-400.586396,-400.622438
gdb_37231,C1C2C3C(N12)C31CCC1,1.4044,83.55,-0.229,0.0827,0.3117,1151.3971,0.172498,29.965,-365.931001,-365.923606,-365.922662,-365.962842
gdb_37314,C1OC2C3NC3C2C=C1,2.007,76.52,-0.2267,0.0241,0.2508,967.2289,0.150067,27.978,-401.894063,-401.887129,-401.886185,-401.925395
gdb_37316,C1OC=NC2C3NC3C12,3.0686,71.53,-0.2332,0.0306,0.2637,932.6663,0.139743,26.576,-417.963536,-417.956896,-417.955951,-417.994674
gdb_37370,C1CC2OC(O1)C1OC21,1.7644,64.91,-0.2427,0.0651,0.3078,835.023,0.139051,26.137,-458.932886,-458.926577,-458.925633,-458.963312
gdb_37405,O1C2C1C1OC3C2OC13,1.6671,61.72,-0.2507,0.0408,0.2914,775.6983,0.114647,23.726,-457.676463,-457.670918,-457.669974,-457.706118
gdb_37413,C1C2CC3C4OC4C2N13,3.1765,72.93,-0.2256,0.0792,0.3048,854.0918,0.151981,25.265,-401.890554,-401.884858,-401.883913,-401.920239
gdb_37430,C1C2C3OC=NCC3N12,1.3376,70.45,-0.2457,0.0244,0.2701,903.9117,0.139379,26.541,-417.963605,-417.95693,-417.955986,-417.994767
gdb_37547,C1C=CC2C3C4OC3C124,1.9795,76.44,-0.2301,0.0113,0.2415,909.5837,0.1373,26.201,-384.576638,-384.570515,-384.569571,-384.606783
gdb_37606,C1CC23OC4C2C(=C1)C34,2.5502,81.0,-0.2276,-0.0272,0.2004,1032.9106,0.136838,28.856,-384.690011,-384.682567,-384.681623,-384.722327
gdb_37676,C1C2C3C4C5C(C5N23)C14,1.621,75.67,-0.2185,0.085,0.3035,775.7477,0.15274,24.295,-364.773052,-364.767762,-364.766818,-364.802265
gdb_37693,O1C2C3C4C=CC2C1C34,1.6303,73.91,-0.2355,0.01,0.2454,816.6035,0.140213,24.81,-384.658483,-384.652989,-384.652045,-384.687918
gdb_37808,C1CC2C3OC(C1)OC23,1.147,72.88,-0.2255,0.0791,0.3047,904.6805,0.162951,27.764,-423.021915,-423.015277,-423.014333,-423.052642
gdb_37853,N1C2C3NC4C1C2OC34,1.9293,68.33,-0.2277,0.0537,0.2814,764.0451,0.142307,23.401,-417.953475,-417.94837,-417.947426,-417.982653
gdb_37885,N1C2C3OC4OC3C2C14,0.9842,64.37,-0.2269,0.0647,0.2916,738.9376,0.129576,22.563,-437.843556,-437.838556,-437.837612,-437.872681
gdb_37889,C1C2C3CC4COC13C24,1.483,77.69,-0.2304,0.0952,0.3256,861.1343,0.163276,26.356,-385.835649,-385.829703,-385.828759,-385.865522
gdb_37897,C1N2C3CC4CCC13C24,1.9228,81.33,-0.2167,0.0855,0.3022,890.7113,0.175685,27.162,-365.945256,-365.939119,-365.938175,-365.975295
gdb_37941,C1CC2C3OC(C=C1)C23,1.7696,79.16,-0.2267,0.0019,0.2285,964.599,0.162275,28.543,-385.85307,-385.846213,-385.845269,-385.884011
gdb_38037,C1CC2=CC3NC3C2O1,1.7452,76.8,-0.2283,0.0019,0.2302,981.0294,0.151008,27.525,-401.919153,-401.912323,-401.911379,-401.950434
gdb_38038,C1CC2=CC3OC3C2O1,2.438,72.66,-0.2433,-0.0118,0.2316,962.1918,0.138172,26.801,-421.801899,-421.795139,-421.794195,-421.833205
gdb_38063,C1C2C=CC3(COC3)C12,1.9823,79.97,-0.2336,0.0092,0.2428,1070.9534,0.160995,29.267,-385.860639,-385.853241,-385.852296,-385.892938
gdb_38070,C1OCC11C=CC2NC12,2.4312,76.44,-0.2384,0.0015,0.2399,1042.5108,0.14962,28.455,-401.898875,-401.891638,-401.890694,-401.930875
gdb_38089,O1C2C=CC3C=CC1C23,1.8967,75.2,-0.2389,-0.0144,0.2245,850.1085,0.139703,25.485,-384.686581,-384.680596,-384.679652,-384.71664
gdb_38100,C1C2C=CC3CC(O3)C12,1.6029,79.73,-0.2313,0.005,0.2363,935.3266,0.162757,28.349,-385.868618,-385.86194,-385.860996,-385.899229
gdb_38208,C1C2CC11N=COCC21,2.138,76.29,-0.2426,0.0182,0.2608,940.481,0.151499,26.844,-401.898813,-401.892416,-401.891471,-401.929401
gdb_38267,C1C2OC11CCCCC21,2.1932,81.62,-0.2285,0.0794,0.3079,1039.3639,0.185501,30.222,-387.037418,-387.030364,-387.02942,-387.068411
gdb_38323,C1C2CC1C21C2CC1O2,1.8721,79.6,-0.2327,0.0886,0.3214,1001.3406,0.160809,27.967,-385.759405,-385.752821,-385.751877,-385.790097
gdb_38354,C1C2CC1N=COCC2,2.1878,78.93,-0.233,0.0104,0.2434,1001.0693,0.174037,30.097,-403.134442,-403.126992,-403.126048,-403.166046
gdb_38429,C1C2CC3(CCC=C3)C12,0.3034,87.97,-0.2317,0.026,0.2576,1146.1423,0.184744,31.015,-349.937388,-349.929842,-349.928898,-349.969276
gdb_38466,C1C2OC34CC(C3)N1C24,0.8818,74.97,-0.2164,0.0298,0.2462,818.4931,0.149904,26.525,-401.761253,-401.755397,-401.754453,-401.790923
gdb_38467,C1C2OC34CN(C3)C1C24,1.3657,75.34,-0.2298,0.0254,0.2552,823.3961,0.150024,26.543,-401.761693,-401.755777,-401.754833,-401.791452
gdb_38547,C1C2CC3C4C=C1C2C34,1.0088,82.65,-0.2052,0.0058,0.211,836.2439,0.163721,26.396,-348.721579,-348.715745,-348.7148,-348.751217
gdb_38632,C1C2OC3C4OCC13C24,1.7947,70.24,-0.2272,0.0774,0.3046,830.7777,0.139245,24.92,-421.755429,-421.749761,-421.748817,-421.785082
gdb_38694,C1C2CC3OC(C2)OC13,1.9282,71.91,-0.2486,0.0818,0.3304,831.9373,0.164925,25.771,-423.060364,-423.054613,-423.053669,-423.090067
