mol_id,smiles,mu,alpha,homo,lumo,gap,r2,zpve,cv,u0,u298,h298,g298
gdb_11703,CC1CC2(CN12)C#C,1.7027,76.4,-0.2309,0.0226,0.2536,998.5569,0.141179,30.031,-326.650494,-326.642721,-326.641776,-326.682121
gdb_11728,CCC12CC(=O)C1N2,2.6728,69.69,-0.2406,-0.0193,0.2213,1026.024,0.141954,28.78,-363.845588,-363.837877,-363.836933,-363.877824
gdb_11828,CC1CC2(CC2)C1O,1.4267,74.75,-0.2485,0.0711,0.3195,960.7348,0.176725,32.231,-348.982056,-348.973741,-348.972797,-349.014463
gdb_11878,O=C1CC2(CN2)CN1,3.0892,65.04,-0.2424,0.0332,0.2757,924.2336,0.132709,26.738,-379.939838,-379.932815,-379.931871,-379.971337
gdb_11880,O=C1CC2(CO2)CN1,3.9449,61.48,-0.2452,0.0299,0.2751,907.4766,0.119742,26.097,-399.822685,-399.815721,-399.814777,-399.854228
gdb_11908,CC1CC2(CC2)CO1,1.4329,75.3,-0.2396,0.0933,0.3328,1038.8941,0.17757,30.457,-349.003232,-348.995224,-348.99428,-349.036071
gdb_11936,OC12CC1(NC2)C#N,4.1549,64.46,-0.2303,0.0046,0.2349,848.9048,0.107253,27.247,-378.677729,-378.670349,-378.669404,-378.709361
gdb_11964,CC1(C)CCC11CO1,1.7049,74.4,-0.2535,0.0821,0.3356,911.535,0.175478,32.46,-348.982988,-348.974546,-348.973602,-349.015328
gdb_12027,CC1(CC2CC12)C#C,0.5972,77.32,-0.248,0.0561,0.3042,916.4991,0.152718,30.913,-310.60685,-310.599017,-310.598073,-310.638366
gdb_12067,CCC1(C)CC2CC12,0.2004,81.26,-0.2483,0.0875,0.3358,1018.4693,0.200245,33.298,-313.049048,-313.040629,-313.039685,-313.081278
gdb_12077,COC1(C)CC2NC12,2.0772,71.4,-0.2267,0.0868,0.3135,922.6785,0.164501,31.114,-365.003682,-364.995532,-364.994588,-365.035809
gdb_12099,CN1CC1C1(C)CO1,1.5753,71.35,-0.2223,0.0893,0.3116,936.4523,0.164039,31.62,-365.009487,-365.001077,-365.000133,-365.041937
gdb_12141,CC12CC3(CO3)C1O2,3.3815,65.21,-0.247,0.076,0.323,912.1671,0.128853,27.686,-383.679946,-383.67273,-383.671786,-383.71114
gdb_12142,OC12CC1C1(CC1)C2,1.1636,72.5,-0.2405,0.0825,0.323,938.2465,0.153424,29.65,-347.753732,-347.746332,-347.745388,-347.784892
gdb_12155,CC1C(OC1=O)C#C,3.9656,64.37,-0.2725,0.0029,0.2753,974.4126,0.105416,27.994,-382.532819,-382.525034,-382.524089,-382.56514
gdb_12176,CC1C(OC1=O)C=O,2.1447,59.0,-0.2748,-0.053,0.2218,991.7656,0.105195,27.001,-419.710748,-419.70291,-419.701966,-419.743648
gdb_12223,CC1CC(C=O)C1O,3.0606,67.59,-0.2509,-0.0379,0.213,882.6301,0.152987,30.44,-384.941757,-384.933536,-384.932592,-384.974339
gdb_12242,CCC1NC(=O)C1O,2.7776,65.29,-0.2491,0.0213,0.2705,1040.4283,0.141133,30.987,-401.019741,-401.010987,-401.010043,-401.053378
gdb_12246,CCC1OC(=O)C1C,4.1357,68.03,-0.2676,0.0135,0.2812,1068.2517,0.153005,30.598,-384.981696,-384.973174,-384.97223,-385.014918
gdb_12261,CC1NC(CO)C1=O,3.8465,65.09,-0.2452,-0.0284,0.2168,930.2528,0.1415,30.039,-400.992443,-400.984197,-400.983253,-401.02539
gdb_12281,CCC1CC(C)C1O,1.3875,77.46,-0.2486,0.0635,0.3121,1120.3605,0.199564,34.996,-350.200931,-350.191569,-350.190625,-350.234692
gdb_12301,N=C1OCCOC1=N,5.171,61.78,-0.2616,-0.0366,0.2249,821.0453,0.108777,25.058,-415.865009,-415.858206,-415.857262,-415.896497
gdb_12306,C1CC(=O)C(=O)OC1,5.775,58.28,-0.2566,-0.078,0.1786,851.9065,0.1077,25.261,-419.724495,-419.717525,-419.716581,-419.75647
gdb_12316,CC1=CCCNC1=O,3.7195,71.61,-0.2382,-0.0247,0.2135,927.6248,0.144123,28.466,-363.921701,-363.914137,-363.913193,-363.953407
gdb_12334,NC1C=CCOC1=O,3.4158,62.73,-0.2465,-0.0053,0.2412,865.0557,0.120235,26.849,-399.828442,-399.821117,-399.820173,-399.860566
gdb_12410,CC1CCCCC1C,0.0798,84.2,-0.2835,0.0775,0.361,1053.5916,0.22559,34.201,-314.305264,-314.296681,-314.295737,-314.337521
gdb_12414,CC1CCOCC1O,1.7597,70.38,-0.2475,0.0767,0.3242,938.7038,0.17873,30.894,-386.153341,-386.145487,-386.144543,-386.184978
gdb_12477,N=C1CCOCCO1,2.1303,65.83,-0.2585,0.0183,0.2768,909.9134,0.143981,27.387,-400.996726,-400.989394,-400.988449,-401.028564
gdb_12483,C1CCC(=O)OCC1,2.8939,67.04,-0.2661,-0.0034,0.2628,880.8268,0.15562,28.035,-384.980094,-384.97271,-384.971766,-385.011959
gdb_12502,CC1=CC=CCC=C1,0.2419,83.77,-0.2093,-0.0234,0.1859,949.5587,0.155291,28.812,-310.695403,-310.688046,-310.687102,-310.726602
gdb_12510,CC1=CCOC=NC1,2.1512,70.49,-0.2327,0.0004,0.2331,925.0093,0.143217,28.097,-363.865656,-363.858088,-363.857144,-363.897559
gdb_12527,CC1CC=CCC=C1,0.1154,82.36,-0.2308,0.023,0.2538,1036.1852,0.178486,30.54,-311.88133,-311.873386,-311.872442,-311.914051
gdb_12538,OC1CCN=COC1,2.0229,65.44,-0.2448,0.0153,0.2602,935.9791,0.143567,28.255,-400.997253,-400.989668,-400.988723,-401.029319
gdb_12562,CC1CCCOCC1,1.2271,78.08,-0.2412,0.083,0.3243,1067.2697,0.202304,31.916,-350.217462,-350.209271,-350.208327,-350.249645
gdb_12587,CN1C(=N)C=CC1=O,2.6861,67.78,-0.2544,-0.0802,0.1742,838.7417,0.108736,25.925,-378.780319,-378.773158,-378.772214,-378.811822
gdb_12646,CC1CC=C(C)C1C,0.2401,83.76,-0.2244,0.0345,0.2588,1066.6321,0.200236,34.091,-313.099755,-313.090861,-313.089917,-313.132535
gdb_12663,CC1C(O)CNC1=O,4.8323,64.53,-0.2372,0.0376,0.2748,886.8389,0.142949,29.801,-401.046405,-401.038378,-401.037433,-401.078648
gdb_12715,CC12NCC1OC2=O,5.0056,60.59,-0.239,0.0072,0.2462,793.4702,0.119106,26.428,-399.793877,-399.786813,-399.785869,-399.825
gdb_12730,CC12COC1CC2O,1.3861,66.87,-0.2459,0.0693,0.3152,837.0259,0.153474,29.509,-384.904204,-384.896482,-384.895538,-384.936345
gdb_12752,CC12OC1CC2C#N,5.1668,65.57,-0.2704,0.0236,0.294,872.0087,0.118201,27.298,-362.645282,-362.637884,-362.636939,-362.676934
gdb_12769,OC12CC1OC2C=O,3.2973,58.44,-0.2439,-0.0333,0.2106,823.9071,0.1048,26.892,-419.622606,-419.615285,-419.614341,-419.654274
gdb_12834,OC12CCC1=CCC2,1.5827,74.12,-0.2288,0.0163,0.2451,836.9001,0.154708,28.67,-347.785788,-347.778616,-347.777672,-347.816729
gdb_12884,CC1C2CCOC12C,1.3101,74.47,-0.228,0.0824,0.3104,898.1355,0.17735,31.032,-349.003619,-348.995499,-348.994554,-349.035668
gdb_12893,OC1C2OCCC12O,1.274,59.5,-0.2333,0.0709,0.3041,801.0075,0.130682,28.107,-420.846608,-420.83939,-420.838446,-420.877676
gdb_12906,OC12CCC1C2C#N,3.2326,65.59,-0.2665,0.0298,0.2963,854.4875,0.119103,27.439,-362.645377,-362.63815,-362.637206,-362.676638
gdb_12909,OC12COC1C2C#N,4.0281,58.7,-0.2609,0.0221,0.283,820.6798,0.094898,25.882,-398.554011,-398.547017,-398.546073,-398.585173
gdb_12917,CC12CCC1C2CO,1.9086,74.95,-0.2414,0.075,0.3164,1036.8873,0.177028,32.012,-348.97381,-348.965376,-348.964432,-349.006503
gdb_12922,CCC1C2CCC12O,1.2496,74.83,-0.2419,0.0821,0.324,1045.5245,0.176585,32.254,-348.975678,-348.967206,-348.966262,-349.008482
gdb_12996,OC12CC1CNC2=O,3.4537,61.16,-0.2459,0.0205,0.2665,786.408,0.120251,26.812,-399.827537,-399.820618,-399.819674,-399.858334
gdb_13004,CC1=CCC2NC12C,1.5975,77.01,-0.2218,0.0275,0.2493,902.8402,0.165946,30.465,-327.923378,-327.915582,-327.914638,-327.954841
gdb_13051,O=CCC1CCC1=O,3.9661,66.04,-0.2477,-0.0322,0.2155,1107.7368,0.128497,28.403,-383.757171,-383.749033,-383.748089,-383.790883
gdb_13062,O=COC1COC1=O,4.289,52.97,-0.2905,-0.027,0.2635,1038.2551,0.082655,24.176,-455.644142,-455.636922,-455.635978,-455.677024
gdb_13077,CC1COC1CC#C,2.3286,73.78,-0.2428,0.0545,0.2974,1135.3965,0.152028,31.33,-347.752471,-347.743767,-347.742823,-347.786565
gdb_13102,CCN=C1NCC1O,2.3962,72.33,-0.2314,0.0261,0.2575,1208.8317,0.152989,31.67,-381.106237,-381.097266,-381.096322,-381.140614
gdb_13115,CCOC1CCC1=O,2.1001,69.75,-0.2254,-0.0247,0.2007,1174.0279,0.151786,30.68,-384.940913,-384.93225,-384.931306,-384.974855
gdb_13164,C1CN(C1)C(=O)C=O,3.0343,64.31,-0.2441,-0.0709,0.1732,962.9868,0.118432,26.91,-399.815275,-399.807381,-399.806436,-399.848351
gdb_13178,OC(C#N)C1CCC1,3.5222,68.63,-0.2926,0.0112,0.3038,1079.7979,0.142187,29.718,-363.859607,-363.851381,-363.850436,-363.89272
gdb_13210,CCC(C)C1CCC1,0.0547,85.54,-0.2807,0.0859,0.3666,1330.4716,0.223345,35.57,-314.272852,-314.263352,-314.262408,-314.307036
gdb_13213,CCC(O)C1CCC1,1.4584,78.51,-0.2555,0.0717,0.3271,1286.8683,0.199718,34.417,-350.199929,-350.190618,-350.189674,-350.234026
gdb_13228,C#CCN=C1CCO1,2.821,70.49,-0.248,0.02,0.2681,1184.7978,0.117692,28.158,-362.615068,-362.607097,-362.606153,-362.648918
gdb_13308,N#CCC1COC=N1,4.9281,62.15,-0.2683,0.0026,0.2709,1023.6104,0.108842,24.888,-378.746973,-378.739827,-378.738883,-378.779384
gdb_13358,CC#CC1=NCCO1,1.1069,75.32,-0.236,-0.0186,0.2174,1275.402,0.118753,27.366,-362.655752,-362.647501,-362.646557,-362.691356
gdb_13386,CCOC1CC=CC1,0.8869,77.02,-0.2371,0.0277,0.2647,1256.9452,0.177026,30.901,-349.013268,-349.004802,-349.003858,-349.047023
gdb_13401,OCCC1COC=N1,1.7098,64.72,-0.2498,0.018,0.2678,1206.6723,0.143231,28.296,-401.005453,-400.997408,-400.996464,-401.038873
gdb_13419,OCCC1COCO1,0.8498,64.06,-0.2546,0.0786,0.3332,1245.6233,0.15396,29.405,-422.066371,-422.057918,-422.056974,-422.100548
gdb_13445,OC1C(O)C1NC=O,2.7894,57.78,-0.2433,0.0048,0.2481,862.1062,0.11905,28.124,-436.932799,-436.925216,-436.924272,-436.96481
gdb_13524,NC(=O)C1CCC1O,4.3087,64.51,-0.2467,0.0165,0.2632,913.1712,0.14286,30.066,-401.026133,-401.018039,-401.017095,-401.059013
gdb_13532,CC(C#C)C1CC1O,1.2618,73.45,-0.2562,0.0496,0.3059,1034.7253,0.15158,33.137,-347.753542,-347.74467,-347.743726,-347.78691
gdb_13641,CC#CCC1NC1C,1.4012,81.3,-0.2341,0.0649,0.299,1567.2938,0.163816,33.354,-327.882194,-327.87248,-327.871535,-327.919003
gdb_13649,CC1OC1C#CC#N,4.6633,73.89,-0.2824,-0.0581,0.2244,1289.4624,0.094169,27.371,-361.428584,-361.420699,-361.419755,-361.461447
gdb_13684,CC1OC1CNC=O,2.7984,67.13,-0.2532,0.0291,0.2823,1316.6834,0.141167,30.237,-401.00645,-400.997713,-400.996768,-401.041141
gdb_13733,CC(=O)C1CC1C#C,2.8199,72.14,-0.2423,-0.0173,0.225,973.9101,0.127806,30.842,-346.580553,-346.572026,-346.571082,-346.613889
gdb_13763,CC(C)C1NC1C#N,4.6169,72.72,-0.2751,0.0158,0.2909,1071.2352,0.153285,31.634,-343.980048,-343.971324,-343.97038,-344.013451
gdb_13807,[NH3+]CC1OC1C([O-])=O,6.4911,57.92,-0.2519,0.0065,0.2584,916.6682,0.119275,27.403,-436.943078,-436.935548,-436.934604,-436.975218
gdb_13810,CC(C)C1OC1CO,2.07,71.42,-0.2614,0.075,0.3364,1245.3896,0.174905,34.184,-386.121737,-386.11218,-386.111236,-386.156661
gdb_13815,CCC1CC1C(C)C,0.0868,85.99,-0.2628,0.0876,0.3504,1358.9361,0.222088,37.279,-314.273002,-314.262945,-314.262001,-314.307817
gdb_13826,CC(=O)C1=NCCN1,1.761,67.54,-0.2257,-0.0555,0.1702,994.9407,0.131167,27.993,-379.958248,-379.950345,-379.949401,-379.991105
gdb_13839,C1C=CCN1C(=O)N,3.7411,66.67,-0.2276,0.0122,0.2398,945.0151,0.132388,27.713,-379.968868,-379.961403,-379.960458,-380.000877
gdb_13840,[O-]C(=O)C1C[NH+]=CN1,5.4169,58.15,-0.2366,0.0022,0.2388,851.0953,0.109569,24.985,-415.906785,-415.899921,-415.898977,-415.938379
gdb_13853,CC(=O)C1CCCO1,3.1321,67.76,-0.2308,-0.01,0.2208,985.1733,0.1536,29.342,-384.966453,-384.958201,-384.957256,-385.000113
gdb_13873,CC(C)C1CC=CC1,0.1289,82.72,-0.2336,0.0312,0.2649,1146.3793,0.200899,32.996,-313.0929,-313.084337,-313.083392,-313.125681
gdb_13899,CC(O)C1C(C)N1C,1.4865,75.13,-0.2153,0.073,0.2883,1079.0571,0.186108,36.05,-366.229833,-366.219841,-366.218897,-366.264384
gdb_13907,CC1C(N1C)C(C)=O,3.1503,73.98,-0.2281,-0.0108,0.2173,1121.1225,0.16247,33.546,-365.058258,-365.048725,-365.047781,-365.092908
gdb_13939,CC1OCC11COC1,0.3026,67.09,-0.2507,0.0585,0.3092,930.2746,0.153302,28.471,-384.89733,-384.889508,-384.888563,-384.930052
gdb_13947,C#CCC12CC1CC2,0.7125,77.3,-0.2487,0.0532,0.3019,1044.5758,0.153328,29.997,-310.607215,-310.599412,-310.598468,-310.639489
gdb_14001,N#CC1CC11CCC1,4.2881,73.53,-0.2792,0.0279,0.3071,972.552,0.142985,28.12,-326.720924,-326.713434,-326.71249,-326.752951
gdb_14025,COC1CC11CCO1,1.454,68.62,-0.2146,0.0696,0.2842,1001.8216,0.152355,29.746,-384.885285,-384.877071,-384.876127,-384.918272
gdb_14056,CC1C(C)C11CCC1,0.034,82.57,-0.2475,0.0852,0.3327,1052.2255,0.199763,33.688,-313.053557,-313.044576,-313.043632,-313.086963
gdb_14075,CC1NC11COC1=O,3.2883,62.36,-0.2707,-0.0045,0.2662,918.7048,0.119046,26.8,-399.799014,-399.791647,-399.790703,-399.830758
gdb_14092,CC1CC11CCC1O,1.5003,75.29,-0.2495,0.0776,0.3271,994.5815,0.176601,32.262,-348.9829,-348.974502,-348.973557,-349.015406
gdb_14096,CC1CCC11CC1O,1.182,75.25,-0.2469,0.0792,0.3261,982.3041,0.176188,32.402,-348.977461,-348.968927,-348.967982,-349.010599
gdb_14163,CC1(C)C2CC1CC2,0.06,80.93,-0.2745,0.0838,0.3583,886.7775,0.202394,31.41,-313.066136,-313.058551,-313.057606,-313.097208
gdb_14166,CC1(O)C2CC1CC2,1.3697,73.92,-0.2523,0.0731,0.3254,836.3958,0.17853,30.4,-349.000665,-348.993286,-348.992342,-349.031457
gdb_14170,CC1(C)C2OC=NC12,1.5802,67.43,-0.2353,0.0157,0.251,828.2886,0.142433,28.155,-363.863275,-363.855896,-363.854952,-363.894478
gdb_14206,CC12CC3CC1C23C,0.4674,79.21,-0.2279,0.0937,0.3215,870.2627,0.177482,30.318,-311.833241,-311.825591,-311.824647,-311.864496
gdb_14216,OC12CC3OC1C23O,0.6449,56.69,-0.218,0.0607,0.2786,742.0311,0.106238,26.456,-419.585052,-419.578369,-419.577425,-419.61542
gdb_14224,CC12CC3C(O)C1N23,1.4263,67.63,-0.2427,0.0641,0.3068,832.4749,0.142727,27.858,-363.808444,-363.801322,-363.800378,-363.839321
gdb_14226,CC12OC3C1C2C3O,0.435,63.94,-0.2249,0.0718,0.2967,844.2067,0.129745,27.446,-383.667813,-383.660824,-383.659879,-383.698519
gdb_14252,CC1OC2C1NC2=N,4.0834,66.5,-0.2342,0.0187,0.253,843.4291,0.131224,27.176,-379.887235,-379.880137,-379.879193,-379.918461
gdb_14261,OC1CN2C1CC2=O,4.0606,61.22,-0.2378,0.0,0.2378,791.4338,0.119282,26.067,-399.780067,-399.773176,-399.772232,-399.811273
gdb_14335,O=C1OC2CCC2O1,5.1591,56.67,-0.2921,0.0426,0.3347,791.2505,0.10885,22.987,-419.719433,-419.713185,-419.712241,-419.75129
gdb_14385,CC1(O)C2C3C1CN23,3.0832,66.71,-0.2343,0.0673,0.3016,769.0373,0.142393,27.805,-363.793578,-363.78672,-363.785776,-363.823939
gdb_14431,CC12OC3=NCC1C23,3.9003,66.31,-0.2144,-0.0514,0.163,751.6928,0.117404,26.026,-362.52919,-362.52259,-362.521646,-362.559429
gdb_14438,CC12CC3CCC1C23,0.1874,77.86,-0.2429,0.0934,0.3363,861.6046,0.179579,28.328,-311.862091,-311.855226,-311.854282,-311.892552
gdb_14447,CC12CC3C1C=CC23,0.2579,75.93,-0.217,0.0093,0.2263,768.6541,0.15525,26.773,-310.621228,-310.614857,-310.613913,-310.651127
gdb_14449,CC12OC3C1C=CC23,1.7042,68.14,-0.2262,-0.0038,0.2224,736.5806,0.130521,25.856,-346.534735,-346.528433,-346.527488,-346.564667
gdb_14457,OC12CC3C1CCC23,1.2312,71.02,-0.2536,0.0806,0.3342,774.3151,0.156118,26.714,-347.774976,-347.768513,-347.767569,-347.805104
gdb_14481,OC12CC3C(C1)C3C2,1.3604,69.18,-0.2538,0.0723,0.3261,750.0304,0.156842,26.504,-347.815897,-347.809739,-347.808794,-347.845547
gdb_14521,OCC1(O)C2CC1O2,1.3809,60.19,-0.2535,0.0672,0.3206,857.7039,0.130192,27.813,-420.794597,-420.787547,-420.786603,-420.825748
gdb_14522,CC1(CC1)C2CCC2,0.0441,82.05,-0.2561,0.0833,0.3394,1089.0763,0.200797,32.676,-313.051371,-313.042957,-313.042013,-313.084276
gdb_14529,C1CC(C1)C2(CC2)O,1.331,75.19,-0.2338,0.0669,0.3008,1035.9025,0.176447,31.922,-348.975966,-348.96747,-348.966525,-349.009282
gdb_14538,NC1(C#N)C2CCC12,3.3052,69.79,-0.269,0.0278,0.2969,898.9634,0.132081,28.036,-342.762839,-342.755559,-342.754615,-342.79399
gdb_14539,NC1(C#N)C2CNC12,4.5566,66.01,-0.2305,0.0192,0.2497,870.1194,0.120385,27.428,-358.791117,-358.783871,-358.782927,-358.822348
gdb_14550,OC1(C=O)C2COC12,2.8442,60.56,-0.2386,-0.0392,0.1994,862.6315,0.105761,26.167,-419.629272,-419.622254,-419.62131,-419.660481
gdb_14553,CC1(CO)C2COC12,2.1415,67.45,-0.2342,0.0658,0.3,965.7244,0.152876,30.392,-384.885521,-384.877401,-384.876457,-384.917858
gdb_14568,C#CC#CCCC#N,3.2293,81.07,-0.2582,-0.0295,0.2287,1702.2589,0.093792,29.09,-324.289967,-324.281529,-324.280585,-324.323466
gdb_14574,C#CCCNCC#N,3.5719,72.45,-0.2551,0.0177,0.2727,1697.8147,0.129195,31.092,-342.748777,-342.739721,-342.738777,-342.783319
gdb_14589,C(C=O)C#CCC=O,1.8116,68.69,-0.2568,-0.0366,0.2203,1738.341,0.102892,29.274,-382.527084,-382.517906,-382.516962,-382.564564
gdb_14616,C#CCCOCC=O,2.1806,68.52,-0.2602,-0.0314,0.2287,1745.3978,0.126145,31.313,-383.699986,-383.690519,-383.689575,-383.735769
gdb_14632,C(COC=O)OC=O,5.4954,56.45,-0.2891,-0.0031,0.286,1120.8051,0.104722,27.463,-456.849119,-456.840547,-456.839603,-456.885625
gdb_14651,CC#CCOCC=O,3.2402,71.81,-0.2539,-0.0285,0.2253,1848.7244,0.125855,31.501,-383.705594,-383.695601,-383.694657,-383.743712
gdb_14702,COCC#CCOC,1.1335,76.48,-0.2508,0.0337,0.2845,2046.208,0.150337,33.002,-384.876342,-384.86621,-384.865266,-384.913103
gdb_14748,CCCCCCC#N,4.2679,80.61,-0.312,0.0382,0.3502,2071.9749,0.187946,34.431,-329.160617,-329.15068,-329.149736,-329.19628
gdb_14815,O=CC1CCC1C#N,4.315,65.98,-0.2602,-0.042,0.2182,966.0109,0.118603,27.126,-362.672192,-362.664466,-362.663521,-362.705121
gdb_14868,OCC1CCN1C=O,5.0297,66.85,-0.2355,0.031,0.2665,1037.2984,0.14197,29.383,-401.00235,-400.993866,-400.992921,-401.036166
gdb_14904,C#CC1OCCC=C1,1.5488,72.6,-0.251,0.0123,0.2633,965.5758,0.130542,27.971,-346.567192,-346.559874,-346.55893,-346.598749
gdb_14905,N#CC1CCCC=C1,4.4068,73.89,-0.262,0.0019,0.264,1007.9471,0.144748,27.36,-326.763236,-326.756053,-326.755109,-326.794743
gdb_14906,N#CC1CCOC=N1,4.988,62.4,-0.2774,-0.0038,0.2736,923.9941,0.109524,24.688,-378.743541,-378.736766,-378.735822,-378.774832
gdb_14913,C#CC1CCOCC1,0.8133,73.77,-0.2508,0.0553,0.3061,1045.3603,0.15487,29.327,-347.781546,-347.773997,-347.773053,-347.813169
